,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
13,Shots - Inside Box,10_7,17_3,5_10,3_14,15_2,7_7,9_9,10_9,13_6,13_2,6_3,4_5,3_7,16_4,11_7,20_5,17_3,8_9,13_5,5_8,11_3,14_4,11_2,11_4,8_7,12_9,14_3,3_16,6_4,7_8,14_5,11_3,4_13,7_7,6_13,21_5,1_17,3_15,13_7
14,Fouls,10_10,8_9,8_11,15_8,13_15,9_8,9_12,6_7,6_6,12_19,15_11,14_13,9_9,8_10,11_5,8_9,10_5,13_12,9_13,13_5,7_13,7_11,9_9,5_9,12_8,10_9,6_12,12_15,6_19,11_8,17_10,7_4,5_8,12_13,8_9,9_11,7_5,10_4,8_12
15,Offsides,2_2,2_0,1_6,0_1,1_0,0_1,2_2,4_1,0_2,2_2,4_2,1_1,4_2,2_0,0_2,2_2,1_2,2_1,0_2,1_2,2_3,1_0,0_0,3_1,1_5,1_0,0_3,8_2,3_3,1_2,1_0,0_3,1_1,2_4,2_4,2_0,2_1,5_0,1_1
16,Yellow Card,2_2,0_1,3_0,5_1,2_2,0_0,3_4,1_3,1_2,3_4,2_0,3_3,0_1,0_3,2_1,1_1,1_1,5_2,0_2,5_2,2_1,1_3,2_2,2_0,2_2,0_1,1_3,0_2,4_4,0_2,2_5,1_1,1_2,2_1,1_2,1_2,2_1,3_0,0_0
17,Red Card,0_0,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,1_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0
18,Penalties,0_0,1_0,0_0,0_1,0_0,0_0,1_1,1_0,0_0,0_0,0_1,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_1,1_0,0_1,1_0,0_0,0_0,0_1,0_0,0_0,1_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
19,Free Kicks,11_11,0_0,17_9,9_14,14_14,8_9,13_10,7_10,8_6,21_14,13_19,16_15,12_13,9_10,7_12,10_10,6_11,13_15,13_9,7_13,15_9,10_7,8_9,10_8,13_13,9_10,15_6,17_20,21_9,10_12,9_18,7_7,9_6,17_14,13_10,11_11,6_10,4_14,13_9
20,Goal Kicks,6_7,0_0,10_4,7_5,1_13,6_6,8_7,8_8,2_15,3_4,5_9,10_6,6_5,2_8,4_9,6_14,2_8,10_3,8_10,9_6,3_7,8_5,7_6,4_8,7_7,7_7,3_12,8_3,6_5,9_6,5_8,4_5,16_7,10_7,9_5,6_15,11_4,7_4,8_16
21,Throw-ins,18_19,12_12,13_21,16_7,30_10,11_23,13_16,16_21,26_13,17_19,30_17,20_18,23_17,14_23,15_36,20_14,25_15,17_29,20_11,10_12,20_23,15_27,17_28,19_20,20_28,23_16,15_5,16_17,16_23,18_24,14_19,26_18,16_18,13_27,13_22,18_25,12_23,14_22,26_19
22,Saves,3_4,1_4,3_2,3_5,1_7,2_5,4_4,0_0,1_5,1_1,2_3,1_3,1_2,3_5,5_1,0_4,1_5,3_1,1_6,0_1,2_3,1_8,1_6,6_2,1_0,8_5,5_4,5_3,1_5,8_4,6_3,4_5,3_2,3_4,3_3,1_5,6_0,3_3,2_4
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_0,1_0,2_2,1_3,0_0,0_1,0_0,0_0,1_2,0_0,1_3,0_0,0_1,0_0,1_0,0_0,2_1,0_2,0_0,1_1,0_0,0_1,2_0,0_0,0_1,0_1,1_1,2_2,0_0,1_3,1_1,0_0,0_0,0_2,0_1,3_0,2_0,0_0
28,2nd Half Cards,1_1,0_1,2_0,3_0,1_0,2_2,3_3,1_3,1_2,2_2,2_0,2_0,0_1,0_2,2_1,0_1,1_1,3_1,0_0,5_2,1_0,1_3,2_1,0_0,2_2,0_0,1_2,0_1,2_2,0_2,1_2,0_0,1_2,2_1,1_0,2_1,0_1,1_0,0_0
