,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,9_4,7_2,19_2,8_5,19_5,14_2,11_4,9_1,2_6,10_2,6_7,6_4,17_8,9_1,11_4,5_3,11_4,7_3,8_3,2_5,17_5,6_3,15_2,8_2,8_2,5_2,9_1,3_0,5_2,5_2,5_6,6_3,2_9,6_6,5_5,6_4,15_3,10_5,7_8
11,Shots - Blocked,6_2,14_0,10_2,5_0,13_3,4_1,4_5,6_1,1_2,7_1,4_5,3_1,7_3,3_0,10_1,3_0,4_1,1_0,6_2,2_4,5_3,6_2,6_0,7_2,4_0,4_4,5_3,7_2,6_2,6_1,6_2,5_1,3_6,4_2,10_6,15_1,5_2,8_1,4_3
12,Shots - Outside Box,6_3,7_1,12_3,6_2,13_3,7_4,6_4,3_1,2_4,8_1,2_6,3_4,11_3,7_2,13_3,4_3,6_2,7_2,9_2,3_6,4_1,7_0,7_5,5_3,4_2,6_4,5_0,3_2,4_2,8_3,7_2,7_1,1_3,7_2,8_7,8_1,7_0,6_2,6_5
13,Shots - Inside Box,13_5,22_6,12_1,11_7,9_5,17_0,12_5,11_1,4_7,12_4,7_3,15_4,11_10,16_1,16_3,8_5,16_3,7_6,18_4,7_9,17_5,11_10,16_0,15_1,13_1,10_4,15_7,16_3,12_5,6_6,12_10,12_5,5_9,9_10,17_6,22_8,17_6,21_7,13_9
14,Fouls,10_8,6_3,6_6,12_10,12_8,11_11,8_8,3_6,11_9,9_8,9_9,15_12,6_7,5_11,7_8,6_7,11_7,10_12,6_6,13_5,11_8,11_12,9_4,13_6,7_4,16_8,7_14,15_12,6_11,8_5,8_10,10_4,10_12,7_8,17_11,8_9,13_4,6_12,14_4
15,Offsides,2_4,3_1,2_0,2_3,0_0,1_9,1_0,3_2,2_5,1_3,2_4,1_1,1_4,1_6,1_5,3_7,3_4,2_5,2_7,3_3,1_3,1_3,2_1,2_1,1_7,1_3,2_2,2_8,0_2,1_3,0_6,2_8,2_5,3_3,1_3,4_2,0_2,3_7,0_2
16,Yellow Card,1_2,1_0,0_2,0_0,3_2,3_1,2_5,1_2,4_1,1_1,1_0,1_3,2_1,0_3,0_1,1_0,1_0,1_4,0_1,2_1,1_0,4_4,1_3,1_2,2_2,3_4,0_1,2_0,1_1,2_2,0_6,0_0,3_3,1_1,3_1,1_2,0_2,0_0,1_1
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_1,0_1,0_0,0_0
18,Penalties,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,1_0,0_0,2_0,0_0,0_0,0_0,1_0,0_0,0_0,1_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0
19,Free Kicks,12_11,4_9,6_8,13_13,8_12,20_12,8_9,8_6,14_13,10_10,13_12,12_8,11_8,15_6,13_8,14_9,11_13,16_12,13_8,8_16,10_12,15_12,4_11,6_15,11_8,11_17,16_9,20_17,14_6,10_9,17_9,12_12,17_12,12_11,15_18,11_12,5_13,19_9,6_14
20,Goal Kicks,5_9,4_9,1_14,6_9,4_13,2_16,9_9,4_5,10_2,2_15,5_6,8_9,8_9,2_10,5_13,4_8,3_9,5_7,4_9,8_3,2_14,4_10,4_14,3_10,2_8,6_9,3_13,3_8,3_10,3_7,7_8,5_7,10_2,7_10,7_8,5_9,1_14,6_13,8_8
21,Throw-ins,21_18,25_15,25_17,20_24,19_20,15_27,29_16,21_12,15_20,26_15,17_23,19_14,19_14,20_11,11_11,21_24,19_27,27_14,26_12,28_14,26_15,21_18,23_9,23_25,23_23,14_23,23_17,17_16,19_15,20_19,10_13,22_11,28_20,14_15,18_19,21_13,16_21,21_27,19_17
22,Saves,2_4,4_4,1_3,3_3,2_2,2_9,1_2,1_1,3_2,2_1,2_1,3_7,5_4,2_8,1_3,5_3,1_0,4_4,1_7,4_4,0_3,3_4,1_5,0_4,1_3,1_3,3_2,3_5,1_3,4_1,3_3,3_3,1_2,0_4,3_7,4_5,2_6,3_7,3_3
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,0_0,0_0,0_0,0_0,1_1,1_2,0_0,1_1,1_0,0_0,0_0,0_1,0_2,0_1,1_0,0_0,0_0,0_1,1_1,1_0,2_2,0_1,1_2,0_1,1_4,0_1,1_1,0_1,0_0,0_3,0_0,1_2,0_1,1_0,1_2,0_3,0_0,1_0
28,2nd Half Cards,1_1,1_0,0_2,0_0,3_2,2_0,1_3,1_2,3_0,0_1,1_0,1_3,2_0,0_1,0_0,0_0,1_0,1_4,0_0,1_0,0_0,5_2,1_2,0_0,2_1,2_0,0_0,1_0,1_0,2_2,0_4,0_0,2_2,1_0,2_1,0_1,0_0,0_0,0_1
