,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,5_7,3_7,6_17,8_5,9_18,5_18,7_9,7_9,18_5,2_3,9_10,4_11,5_12,6_9,4_6,6_4,6_3,7_6,2_2,1_9,5_7,2_21,9_12,6_2,2_2,4_5,5_5,2_11,5_6,2_3,6_10,3_5,3_7,4_1,5_2,4_5,2_4,4_2,8_2
11,Shots - Blocked,3_5,5_2,4_8,4_5,3_7,3_7,1_7,3_4,7_3,0_12,4_5,2_6,1_6,3_2,1_2,0_1,6_7,6_2,0_6,0_2,2_3,0_11,5_5,5_4,0_2,4_2,1_7,0_9,3_6,3_4,2_3,3_5,0_9,1_4,4_4,1_2,2_1,4_2,3_6
12,Shots - Outside Box,4_6,3_4,4_5,5_7,4_9,1_9,6_8,4_2,7_0,2_12,7_5,3_4,6_8,4_7,2_7,1_3,8_5,8_5,1_5,0_8,5_4,1_11,7_3,5_4,1_3,4_5,4_6,3_9,3_6,3_5,5_6,4_8,1_7,4_7,10_1,3_5,1_4,5_2,5_3
13,Shots - Inside Box,6_9,7_8,6_15,11_9,10_12,7_13,8_4,6_15,17_10,5_12,7_9,6_11,6_8,6_9,4_3,7_5,8_8,12_5,1_8,1_11,5_14,5_16,3_12,6_9,4_4,10_6,6_9,3_18,7_12,5_8,4_13,6_7,3_12,1_7,3_8,6_8,6_6,5_3,11_11
14,Fouls,10_11,1_11,10_7,10_10,10_11,4_8,9_8,12_9,11_12,10_11,6_9,5_12,6_12,10_6,16_10,7_13,14_15,8_10,8_5,9_7,16_7,8_11,9_12,15_13,13_17,14_8,11_15,19_17,11_5,6_9,4_12,13_9,5_11,10_15,9_7,17_15,17_13,8_10,13_11
15,Offsides,2_2,1_2,1_1,2_6,1_4,2_2,2_2,4_2,0_2,1_0,1_2,2_2,3_2,0_0,3_3,6_0,1_3,3_0,0_1,1_0,3_2,6_1,1_5,3_2,2_2,2_3,1_2,2_1,3_3,0_3,2_2,2_2,1_1,1_4,4_2,0_2,5_4,2_1,1_0
16,Yellow Card,1_1,1_3,0_0,1_1,0_2,2_1,2_1,2_1,1_0,0_0,4_0,1_1,0_2,0_0,3_0,1_1,0_0,2_0,2_1,1_0,1_0,1_2,1_2,1_2,1_2,3_0,2_1,1_1,1_2,0_0,0_0,2_0,0_1,1_0,2_0,2_2,3_2,1_0,2_1
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_1,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0
19,Free Kicks,10_11,12_9,7_11,16_12,16_10,9_6,10_11,11_16,15_10,10_11,11_7,14_7,,6_10,,,,,7_11,,4_11,11_14,,12_6,,11_15,,,8_14,,,,,,9_13,,,,
20,Goal Kicks,8_7,13_5,9_9,6_11,12_7,12_9,7_8,7_5,7_8,6_4,9_7,4_6,,9_6,,,,,4_3,,4_5,15_5,,5_10,,8_10,,,5_11,,,,,,7_7,,,,
21,Throw-ins,18_20,23_14,15_15,16_12,19_26,18_23,23_18,11_25,22_23,18_18,24_26,21_22,20_22,14_18,27_19,,12_24,17_15,12_11,21_21,27_29,6_18,19_19,13_18,,21_18,,,14_31,,,,,,16_23,,,,
22,Saves,3_3,2_4,0_5,2_4,4_3,2_2,2_3,5_2,3_5,6_3,3_3,2_4,3_6,3_3,3_1,3_2,3_1,1_6,1_0,6_0,9_2,6_3,3_2,6_0,2_2,3_6,2_2,6_4,6_2,5_2,1_1,5_3,3_1,6_0,2_3,6_4,2_2,0_2,3_3
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_0,0_2,0_0,0_0,0_1,0_0,2_1,0_1,0_0,0_0,2_0,0_0,0_0,0_0,0_1,0_1,0_0,2_0,0_0,0_0,1_0,1_1,0_0,0_2,1_0,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_0,1_0,1_0,2_1,0_0,1_1
28,2nd Half Cards,1_1,1_1,0_0,1_1,0_1,2_1,0_0,2_0,1_0,0_0,2_0,1_1,0_2,0_0,3_0,1_0,0_0,0_0,3_1,1_0,0_0,0_1,1_2,1_0,0_2,2_0,1_0,0_1,0_3,0_0,0_0,2_0,0_1,1_0,1_0,1_2,1_1,1_0,1_0
