,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
14,Fouls,13_11,11_8,18_10,9_9,20_9,11_14,13_13,16_17,13_7,14_10,13_14,14_9,10_11,11_18,15_12,17_12,12_10,14_12,9_7,10_10,10_7,12_6,11_11,22_9,6_6,15_15,17_10,11_10,18_18,17_16,8_7,8_6,9_9,12_14,10_12,11_11,10_10,14_14,9_13
15,Offsides,2_1,0_1,1_0,1_0,3_2,0_2,2_1,3_1,0_1,2_1,0_2,2_0,0_1,3_1,3_1,1_1,2_0,3_0,1_2,0_1,4_1,4_1,1_2,2_1,3_1,1_1,1_0,3_3,4_0,2_1,0_3,1_2,0_1,1_0,3_0,3_1,0_2,1_0,1_0
16,Yellow Card,2_2,0_0,5_1,2_3,3_3,1_1,5_4,3_1,1_1,2_5,5_3,4_4,2_1,1_1,3_2,0_2,3_3,4_2,1_1,2_1,0_2,3_1,1_3,6_1,3_2,2_0,3_3,2_1,1_3,2_2,0_2,2_2,2_1,4_2,1_2,2_1,2_2,3_3,0_2
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,1_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0
19,Free Kicks,11_13,,,,,,,,,,,,11_10,,14_17,14_17,10_14,12_17,9_10,11_9,8_14,7_16,12_12,10_24,7_8,11_16,10_18,15_13,15_22,13_18,11_8,10_7,10_7,15_11,12_15,12_13,12_8,14_8,13_10
20,Goal Kicks,7_6,5_5,10_8,13_8,9_4,8_5,5_5,4_14,6_1,4_5,7_6,9_9,7_7,6_4,7_3,8_10,3_9,9_4,10_4,11_3,7_4,9_6,6_2,6_5,8_6,8_2,7_9,4_12,9_4,10_8,15_6,6_15,7_6,11_7,1_12,3_4,10_8,6_7,9_9
21,Throw-ins,17_19,14_11,10_23,21_19,14_19,14_9,12_30,22_18,16_26,16_23,20_18,23_19,14_25,11_20,22_27,22_34,18_22,23_24,14_33,13_12,20_22,14_19,18_18,28_20,18_11,9_16,16_23,18_20,16_23,19_19,23_20,11_4,17_16,16_16,16_21,15_12,0_1,22_24,23_16
22,Saves,3_2,3_0,3_4,8_0,3_1,2_2,4_2,5_2,3_7,1_3,6_0,0_6,6_3,6_4,4_1,4_1,0_4,1_0,2_3,3_1,3_3,2_2,6_3,4_2,2_2,5_3,2_3,0_2,2_3,2_1,4_2,1_3,4_1,1_1,1_3,5_3,3_3,3_1,3_5
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_0,3_0,1_1,1_1,0_1,0_2,2_0,1_1,1_0,2_2,1_3,1_0,1_0,2_1,0_1,0_1,4_2,1_0,3_1,0_0,2_0,1_0,0_1,2_0,1_0,2_0,1_0,1_2,0_1,0_1,2_0,1_1,1_1,0_0,1_0,0_1,2_1,0_1
28,2nd Half Cards,1_1,0_0,3_1,1_2,2_2,1_0,5_2,1_1,0_0,1_5,3_1,4_2,1_1,0_1,1_1,0_1,3_2,0_0,0_1,0_0,0_2,1_1,0_3,6_0,1_2,3_0,3_3,1_1,0_1,2_1,0_1,0_2,2_0,3_1,1_2,1_1,2_1,1_2,0_1
