,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,6_7,2_4,7_4,4_12,2_14,6_3,8_8,8_2,8_3,7_13,11_6,5_4,5_9,4_3,10_3,5_2,4_6,11_7,4_4,8_6,5_9,4_8,2_15,9_3,4_5,6_5,2_12,9_4,5_9,2_6,3_5,4_3,3_3,8_6,8_9,6_9,5_7,7_7,14_9
11,Shots - Blocked,3_4,0_3,5_5,1_7,1_4,0_0,6_2,1_4,5_1,5_5,6_3,0_2,3_5,2_8,5_2,6_6,4_4,5_5,8_5,3_7,2_6,0_3,0_6,6_1,11_4,2_5,2_6,5_2,1_3,3_7,1_6,2_7,7_2,6_5,2_4,3_6,0_9,1_1,7_5
12,Shots - Outside Box,5_5,3_3,6_6,2_7,4_7,3_1,4_1,6_3,4_2,4_6,9_4,2_3,3_3,0_4,8_1,6_1,5_6,4_4,9_5,4_8,8_5,3_2,5_7,5_3,7_4,4_6,6_10,7_4,2_4,2_10,1_4,4_5,3_3,10_8,7_12,7_9,3_10,3_4,8_6
13,Shots - Inside Box,7_9,5_9,10_5,5_14,0_17,10_4,9_9,10_5,8_3,4_13,8_5,5_5,5_11,10_11,18_5,8_10,5_5,16_7,6_8,8_10,5_8,2_16,0_16,7_5,12_6,5_10,3_14,16_6,4_10,4_9,5_11,3_9,5_4,10_7,10_10,5_12,7_12,6_6,9_12
14,Fouls,10_10,9_8,11_8,11_6,11_11,10_11,12_12,10_10,6_13,7_10,11_15,17_17,7_6,8_10,7_9,7_3,22_15,13_13,8_9,13_13,11_8,9_6,4_9,16_9,11_9,8_11,12_6,13_11,10_16,14_12,9_13,13_4,5_15,12_19,9_11,2_9,11_6,18_8,4_3
15,Offsides,2_1,0_5,6_1,4_1,9_1,0_1,2_3,1_0,1_0,4_0,1_1,6_3,1_1,0_4,0_0,1_2,3_2,1_1,0_0,1_1,2_3,4_2,1_2,1_0,0_1,0_3,3_0,0_2,1_1,1_4,3_2,0_1,1_2,1_1,1_1,3_1,3_0,1_1,1_0
16,Yellow Card,2_2,0_1,0_3,3_1,1_3,2_0,1_1,2_2,1_1,3_2,1_2,3_4,1_1,1_1,1_3,3_3,3_4,2_3,2_4,3_2,3_3,1_2,3_1,3_2,1_1,0_0,3_1,2_2,4_3,3_2,4_3,6_1,2_0,3_4,2_2,0_1,3_3,4_3,1_0
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_1,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,1_0,0_0,0_0,0_1,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_1,0_1
19,Free Kicks,11_12,12_8,9_17,7_15,12_20,12_9,15_14,10_11,12_7,10_11,14_12,20_23,7_8,14_0,7_7,5_8,17_25,14_14,8_9,14_14,11_13,8_13,11_4,9_15,10_11,13_8,6_15,13_13,17_10,16_14,15_12,5_13,17_6,20_13,9_9,10_5,6_15,11_19,5_4
20,Goal Kicks,9_7,8_8,4_10,15_5,16_2,7_7,6_4,6_11,5_8,11_5,6_11,9_5,5_3,8_4,7_15,6_6,10_5,11_4,9_5,6_9,12_7,8_7,14_4,9_8,13_6,13_6,12_3,6_8,6_3,11_0,12_3,5_11,4_4,9_13,9_5,11_7,13_7,11_10,10_12
21,Throw-ins,20_20,22_36,21_13,9_12,27_15,27_26,26_20,25_27,20_19,9_10,27_21,22_15,14_19,14_23,26_18,22_22,17_20,26_19,22_24,29_20,28_32,14_15,9_23,19_21,19_22,23_20,5_15,32_23,20_21,11_15,15_18,19_15,27_23,16_26,22_24,19_16,12_19,24_15,16_21
22,Saves,3_2,3_4,2_3,4_3,9_2,2_4,2_3,1_5,2_1,1_0,2_6,2_2,3_2,3_2,1_3,2_1,1_1,2_7,4_2,3_0,2_7,3_1,5_1,1_3,0_2,1_0,4_5,1_4,4_0,3_2,1_0,1_0,1_1,3_5,9_6,3_3,3_0,1_2,5_1
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_0,0_1,1_0,1_1,1_0,1_1,0_1,0_0,2_2,0_0,0_1,1_0,0_0,0_2,1_1,1_1,1_1,0_0,1_0,0_0,1_2,1_0,1_1,0_0,1_0,1_0,0_1,1_0,2_0,1_2,1_0,0_1,2_2,2_0,0_0,1_1,2_1,0_0
28,2nd Half Cards,1_1,0_1,0_2,2_1,0_2,1_0,0_0,2_1,1_1,1_0,1_3,3_3,0_1,1_1,1_2,2_2,2_3,1_2,2_4,2_2,3_3,0_0,2_1,2_1,1_1,0_0,2_1,2_1,3_4,1_2,3_1,5_1,2_0,1_2,0_2,0_1,2_2,2_2,1_0
