,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Aston Villa - Away,Manchester City - Home,Southampton - Home,Newcastle United - Away,Arsenal - Away,Everton - Home,Manchester United - Home,Wolverhampton Wanderers - Home,Nottingham Forest - Away,Chelsea - Away,Tottenham Hotspur - Away,AFC Bournemouth - Away,Brentford - Home,Crystal Palace - Home,Leeds United - Away,West Ham United - Home,Fulham - Home,Crystal Palace - Away,AFC Bournemouth - Home,Leicester City - Away,Liverpool - Home,Everton - Away,Arsenal - Home,Southampton - Away,Aston Villa - Home,Wolverhampton Wanderers - Away,Chelsea - Home,Manchester City - Away,Nottingham Forest - Home,Brentford - Away,Tottenham Hotspur - Home,Liverpool - Away,Leicester City - Home,Fulham - Away,Leeds United - Home,West Ham United - Away,Newcastle United - Home,Manchester United - Away
1,,AVG,2-1,1-1,3-1,4-1,0-3,1-5,1-0,6-0,3-1,1-2,2-1,0-2,3-3,1-0,2-2,4-0,0-1,1-1,1-0,2-2,3-0,1-4,2-4,1-3,1-2,2-3,4-1,3-1,0-0,2-0,0-1,3-3,5-2,2-1,1-0,0-2,0-0,1-2
2,Possession,69%,59%,38%,62%,66%,59%,76%,60%,57%,75%,58%,65%,64%,73%,58%,62%,68%,65%,73%,71%,64%,61%,51%,68%,66%,56%,71%,52.5%,52.4%,70.4%,72.4%,58.7%,44.2%,54%,60.9%,43.4%,52%,55%,37.2%
3,Passes,558_363,427_283,386_607,627_368,521_254,535_360,741_222,563_385,527_381,719_232,555_405,557_299,626_344,582_227,579_430,620_378,708_368,593_316,695_229,648_259,636_359,630_390,512_478,598_288,680_329,526_293,653_256,349_513,471_446,623_260,611_235,694_489,460_530,493_436,533_344,353_475,485_467,374_314,326_548
4,Tackles,15_15,13_14,12_12,13_16,15_12,15_20,11_20,15_20,15_16,14_18,24_18,18_17,17_18,9_16,20_15,24_14,20_11,10_13,14_10,6_7,10_16,16_20,17_18,8_18,20_16,5_15,15_18,6_2,16_13,11_14,25_12,17_15,21_13,16_13,23_26,13_22,16_9,19_12,14_12
5,Corners,6_4,3_3,5_1,4_3,1_6,2_5,15_1,8_6,2_5,7_2,8_2,7_3,5_5,14_0,1_4,7_4,7_3,10_2,6_1,7_3,6_5,7_1,2_5,7_4,2_4,11_4,9_4,8_7,3_6,9_1,11_2,6_2,2_9,10_1,3_3,5_3,4_5,7_3,2_6
6,1st Half Corners,3_2,1_2,3_0,0_0,0_6,1_3,2_1,3_5,1_1,3_1,4_1,3_2,2_2,6_0,0_4,2_0,4_3,4_1,2_1,4_1,4_3,4_0,1_5,3_4,1_3,8_3,5_0,7_4,1_3,6_0,4_1,5_1,1_4,3_1,0_1,3_1,4_1,3_0,1_0
7,2nd Half Corners,3_2,2_1,2_1,4_3,1_0,1_2,13_0,5_1,1_4,4_1,4_1,4_1,3_3,8_0,1_0,5_4,3_0,6_1,4_0,3_2,2_2,3_1,1_0,4_0,1_1,3_1,4_4,1_3,2_3,3_1,7_1,1_1,1_5,7_0,3_2,2_2,0_4,4_3,1_6
8,Shots - Total,16_9,8_12,20_13,26_5,8_22,12_14,23_10,23_16,22_10,17_12,26_8,17_9,16_14,33_7,11_11,15_12,20_3,21_5,17_6,20_12,13_5,16_6,17_10,9_14,8_12,2_7,19_8,11_6,8_10,18_2,21_7,14_8,6_20,23_6,7_8,7_2,11_12,13_4,14_7
9,Shots - On target,6_4,4_5,7_5,8_2,2_9,6_2,5_5,6_5,8_2,7_5,10_2,4_3,6_3,15_5,5_3,3_4,9_2,7_2,7_1,6_2,4_2,9_2,8_4,5_7,4_4,2_2,8_5,9_7,2_4,7_0,7_3,4_3,6_7,11_4,4_3,4_2,2_3,7_1,4_5
10,Shots - Off target,7_5,4_7,13_9,18_4,6_13,6_12,18_5,16_11,7_5,6_5,10_5,5_4,9_6,8_1,5_6,8_3,7_0,10_0,5_2,7_7,6_2,3_3,6_5,2_3,2_7,1_3,7_1,7_5,3_3,7_3,4_4,5_4,0_6,5_1,3_7,8_3,5_3,3_2,6_5
11,Shots - Blocked,4_3,1_2,7_3,7_1,3_8,1_5,9_4,6_5,7_3,4_2,6_1,8_2,1_5,10_1,1_2,4_5,4_1,4_3,5_3,7_3,3_5,4_1,5_1,2_4,1_3,4_3,4_2,3_4,3_3,5_0,11_1,5_1,0_4,7_1,1_0,1_5,4_7,5_1,5_7
12,Shots - Outside Box,5_3,3_5,8_2,8_1,3_3,5_4,6_2,9_8,7_4,6_2,9_4,5_2,6_4,14_1,5_5,4_5,8_0,7_1,4_1,6_4,6_1,4_1,9_3,2_0,1_4,3_3,7_2,4_6,3_1,5_0,7_1,6_4,0_3,11_1,1_3,2_3,2_5,5_1,5_4
13,Shots - Inside Box,11_8,5_7,12_11,18_5,5_19,7_11,18_9,14_8,15_6,11_10,17_4,12_7,10_10,19_6,6_6,11_7,12_3,14_4,13_5,14_8,7_8,12_5,10_7,8_14,6_10,4_5,12_6,15_9,5_9,14_3,14_6,8_4,6_12,12_5,6_7,11_7,9_8,8_3,10_13
14,Fouls,11_11,16_15,16_13,8_9,16_17,17_13,11_13,10_14,14_11,8_7,11_11,13_16,5_11,16_9,13_20,9_12,6_8,12_14,11_10,14_7,9_9,9_15,10_8,7_11,10_9,10_5,15_15,4_4,12_12,13_14,14_15,13_8,13_8,8_8,9_11,13_11,10_10,8_7,8_12
15,Offsides,2_1,6_0,2_0,1_1,2_1,4_1,1_1,0_2,2_0,2_1,1_1,1_2,0_1,2_2,2_0,3_3,0_0,4_0,2_3,0_1,2_0,4_2,0_1,5_0,1_0,3_1,1_1,0_0,4_0,1_0,3_0,2_3,0_1,2_3,2_0,2_1,1_3,1_4,1_3
16,Yellow Card,2_2,4_4,2_1,2_5,4_2,2_1,1_4,4_4,1_1,0_2,2_2,1_3,1_1,2_1,1_2,1_1,0_3,0_5,1_4,3_1,1_0,1_3,1_3,3_3,2_1,2_7,0_2,1_2,3_1,3_1,1_3,1_2,1_1,1_1,1_2,2_3,0_2,2_3,1_4
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_2,0_0,0_0,0_0,1_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_1,0_1,0_0,0_0,0_1,0_0,0_1,0_0,0_0,1_0,1_0,0_0,1_0,0_0,0_0
19,Free Kicks,12_13,15_22,11_18,,18_18,14_22,15_12,15_10,,,,,,,,,,14_16,13_13,8_14,9_11,17_13,10_9,11_12,9_10,12_16,16_11,6_16,11_15,14_11,12_17,16_11,10_13,10_8,8_13,15_12,12_8,10_9,10_14
20,Goal Kicks,7_8,12_8,7_5,3_12,10_4,9_4,2_12,7_14,5_8,9_10,6_9,7_8,10_11,2_8,,10_8,2_10,3_12,4_8,11_9,1_10,4_4,8_9,5_8,5_4,4_8,2_8,9_9,9_9,6_13,6_8,14_7,11_1,5_10,11_8,7_11,4_7,4_9,11_10
21,Throw-ins,18_16,13_19,6_11,17_15,21_25,15_11,23_6,9_12,9_14,18_17,17_14,14_10,19_17,17_6,18_15,16_5,18_18,13_9,17_15,15_19,22_20,20_12,20_16,26_13,21_23,27_20,16_9,14_23,22_9,28_20,20_13,16_11,16_26,15_19,26_23,27_21,15_23,23_22,15_16
22,Saves,2_4,3_3,3_6,0_5,5_1,2_3,1_4,5_6,2_2,3_6,1_9,1_3,3_4,2_11,3_4,2_2,2_5,1_7,0_6,2_5,0_2,2_5,3_4,3_3,3_2,0_1,3_5,4_1,1_1,0_7,0_6,2_4,4_3,2_7,2_2,0_2,3_0,1_5,2_1
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,1_3,0_1,0_3,1_2,1_0,1_3,0_1,1_0,0_1,1_1,1_0,0_0,0_0,0_1,0_0,0_0,0_0,1_1,1_0,0_0,1_2,1_0,1_2,0_0,0_1,0_1,0_1,1_0,0_0,1_3,0_2,1_0,1_1,0_0,0_4,0_1,1_1,0_2
28,2nd Half Cards,1_2,3_1,2_1,2_2,3_0,1_2,0_2,4_3,0_1,0_1,1_1,1_4,1_1,2_1,2_1,1_1,0_3,1_5,0_3,2_1,2_0,0_1,0_3,2_1,2_1,3_6,0_3,1_1,2_1,3_1,0_3,1_0,0_1,0_0,1_2,2_0,0_1,1_2,1_2
