,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Manchester United - Home,Everton - Away,Aston Villa - Away,Watford - Home,Southampton - Away,Leeds United - Home,Newcastle United - Away,Leicester City - Away,Arsenal - Home,Manchester City - Home,Wolverhampton Wanderers - Away,Burnley - Home,Watford - Away,Chelsea - Home,Brentford - Away,Norwich City - Away,Liverpool - Home,Brighton & Hove Albion - Away,West Ham United - Home,Norwich City - Home,Tottenham Hotspur - Away,Southampton - Home,Everton - Home,Manchester United - Away,Leeds United - Away,Aston Villa - Home,Burnley - Away,Wolverhampton Wanderers - Home,Manchester City - Away,Newcastle United - Home,Arsenal - Away,Leicester City - Home,Brighton & Hove Albion - Home,Liverpool - Away,Tottenham Hotspur - Home,West Ham United - Away,Brentford - Home,Chelsea - Away
1,,AVG,1-0,3-2,1-1,1-0,1-2,0-0,1-0,2-1,3-0,0-0,0-2,1-1,1-4,0-1,0-0,1-1,1-3,1-1,2-3,3-0,3-0,2-2,3-1,1-0,1-0,1-2,3-3,2-0,0-2,1-1,2-2,2-2,1-1,3-0,3-0,2-2,0-0,3-0
2,Possession,51%,38%,57%,51%,68%,61%,52%,64%,50%,31%,26%,36%,58%,54%,42%,58%,72%,43%,36%,62%,51%,40%,60%,61%,39%,38%,63%,60%,59%,32%,75%,46%,60%,47%,39%,62%,54%,53%,38%
3,Passes,456_442,327_526,467_347,486_464,533_248,529_326,432_392,589_347,495_511,293_647,269_765,308_561,532_364,556_456,373_518,504_377,670_256,431_576,337_569,558_339,391_376,406_602,448_299,487_306,331_530,286_474,577_340,488_311,547_360,319_654,665_214,475_544,557_382,497_565,332_490,498_314,462_378,431_382,423_678
4,Tackles,17_21,7_17,20_26,12_20,11_17,8_23,14_29,21_18,16_21,17_16,16_13,14_20,13_10,22_11,22_17,16_30,16_14,13_7,17_22,15_31,25_16,18_24,20_24,14_26,23_24,21_23,21_25,6_15,25_31,21_16,11_18,22_17,16_30,16_30,22_22,17_16,13_16,15_24,11_21
5,Corners,5_5,3_6,5_4,5_1,8_5,7_6,6_3,5_2,4_3,0_2,2_6,7_7,5_4,4_6,4_4,9_3,6_4,2_5,0_9,9_1,8_8,2_4,4_6,8_2,6_9,4_7,7_3,6_3,4_6,1_7,3_7,3_6,1_3,6_5,5_10,8_2,3_5,3_5,2_5
6,1st Half Corners,1_2,1_2,2_2,5_0,6_4,3_5,0_2,0_0,2_1,0_1,1_4,0_0,0_0,3_3,0_0,0_0,0_0,1_5,0_0,0_0,0_0,1_1,0_0,3_0,0_0,0_0,3_3,2_1,2_2,0_4,1_2,2_2,0_1,3_1,3_6,3_1,1_3,0_0,0_4
7,2nd Half Corners,1_1,2_4,3_2,0_1,2_1,4_1,6_1,0_0,2_2,0_1,1_2,0_0,0_0,1_3,0_0,0_0,0_0,1_0,0_0,0_0,0_0,1_3,0_0,5_2,0_0,0_0,4_0,4_2,2_4,1_3,2_5,1_4,1_2,3_4,2_4,5_1,0_0,1_1,2_1
8,Shots - Total,11_12,6_10,7_12,16_14,11_3,14_8,17_9,10_12,11_12,6_12,7_18,12_12,11_5,7_5,7_9,7_8,13_6,8_14,3_19,22_10,19_12,4_17,9_15,17_12,8_16,9_16,8_10,18_15,13_4,8_14,14_6,9_17,18_9,8_8,13_25,18_2,9_14,7_14,4_13
9,Shots - On target,4_4,3_4,5_6,4_5,7_1,5_3,7_2,2_4,2_4,5_3,1_4,8_5,4_1,5_1,0_3,3_2,5_1,5_7,1_4,6_5,6_3,0_6,6_4,6_6,2_3,1_3,3_3,8_9,6_2,3_3,3_2,6_6,4_5,3_4,2_10,4_1,2_4,2_3,1_6
10,Shots - Off target,5_5,3_2,2_4,12_9,4_2,3_3,10_7,8_8,9_8,1_9,6_14,1_4,2_2,2_4,5_3,4_6,8_5,3_7,2_15,16_5,6_2,2_6,2_7,5_1,3_7,8_13,4_5,6_4,5_2,4_4,5_3,3_7,9_2,5_4,5_5,7_1,3_3,5_7,2_5
11,Shots - Blocked,3_4,0_4,0_2,6_4,4_3,6_2,4_4,2_6,6_6,0_2,1_6,3_3,5_2,0_3,2_3,2_2,4_2,0_1,1_7,5_1,7_7,2_5,1_4,6_5,3_6,4_8,1_2,4_2,2_0,1_7,6_1,0_4,5_2,3_2,6_10,7_0,4_7,1_4,1_2
12,Shots - Outside Box,3_5,1_4,1_5,6_5,3_3,3_3,3_4,1_4,0_6,3_6,1_6,1_6,5_3,1_2,2_4,2_1,5_1,2_7,2_6,6_1,2_6,1_6,0_9,5_7,4_8,5_7,1_5,6_5,1_2,2_4,4_1,6_6,4_3,4_4,7_8,6_1,3_3,2_6,0_8
13,Shots - Inside Box,8_7,5_6,6_7,10_8,12_3,11_5,14_5,9_9,11_6,3_6,6_13,11_6,6_2,6_6,5_5,4_8,8_4,6_7,1_13,16_9,17_6,3_11,9_6,12_5,4_8,4_8,7_5,12_10,12_2,6_10,11_5,3_11,14_6,4_4,6_17,12_1,6_11,5_8,4_5
14,Fouls,11_13,12_22,13_9,15_11,11_18,11_13,12_13,12_12,12_11,11_15,6_11,8_13,5_17,9_12,4_20,10_9,15_11,12_10,7_11,6_17,9_13,10_16,16_20,15_14,9_16,15_15,12_10,15_14,14_13,11_11,13_9,4_7,15_11,12_10,11_17,13_15,7_10,12_9,11_15
15,Offsides,2_1,2_4,3_0,0_1,2_0,4_0,1_1,3_2,0_0,2_4,2_3,8_1,0_2,1_2,1_3,0_0,3_1,5_2,2_2,0_2,1_3,0_1,1_3,1_0,0_3,0_2,1_0,0_1,1_1,5_2,2_3,3_0,3_1,1_0,3_1,0_0,2_1,1_1,1_0
16,Yellow Card,2_2,2_4,3_2,3_1,2_3,3_1,2_2,1_1,1_1,0_2,3_1,3_0,0_2,1_2,1_3,0_1,2_1,4_1,2_0,0_2,1_2,3_1,2_4,0_2,2_2,3_5,3_3,3_2,2_1,3_2,3_4,1_1,2_3,2_5,1_3,2_3,0_1,3_1,0_0
17,Red Card,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,1_0,1_0,0_0,1_0,0_0,0_0,0_0,0_0,1_0,0_1,0_1,0_1,1_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,1_0,0_0,0_0,0_0
19,Free Kicks,14_12,26_14,9_15,12_15,17_13,13_15,13_13,14_15,10_12,19_13,14_8,13_16,18_5,14_10,23_4,10_10,11_18,12_16,12_8,18_5,15_10,17_9,23_16,14_16,19_7,17_14,10_13,15_15,14_13,13_16,12_15,7_7,7_7,9_13,18_15,14_13,11_9,,
20,Goal Kicks,7_6,6_4,13_4,6_7,3_8,7_6,10_8,4_6,7_4,9_5,15_7,8_3,2_5,7_4,7_8,5_4,5_8,7_5,11_5,8_10,3_5,14_5,7_5,5_8,10_4,9_10,5_6,8_5,2_7,14_5,3_12,5_4,5_4,5_6,8_7,4_13,9_6,,
21,Throw-ins,22_22,21_27,24_22,22_22,25_16,24_16,31_25,20_26,19_22,17_30,15_27,12_16,17_26,18_23,19_28,29_19,15_25,14_27,23_24,31_23,30_21,13_14,32_23,31_26,20_30,22_13,28_10,21_20,30_16,13_34,18_15,18_26,18_26,22_13,19_18,28_20,18_32,,
22,Saves,3_3,4_2,3_3,2_3,1_6,2_3,2_7,3_2,1_2,3_2,4_1,5_6,1_3,0_1,2_0,2_2,0_4,4_4,4_0,2_5,2_2,3_1,2_2,5_3,2_2,1_1,1_2,6_5,2_3,3_1,0_1,5_4,3_3,4_2,7_3,1_1,2_0,3_2,3_1
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,1_1,2_0,2_1,0_1,3_1,1_0,1_1,1_0,0_0,1_0,0_0,0_1,1_1,0_0,0_1,0_0,0_0,1_0,1_1,1_2,3_0,1_0,0_0,1_0,2_1,2_1,1_1,1_1,1_3,2_1,1_1,0_1,0_1,0_1,0_0,0_0,1_0,0_0
28,2nd Half Cards,1_1,1_3,1_2,2_0,2_2,0_0,1_2,0_0,0_1,0_2,2_1,3_0,0_1,0_1,1_3,0_0,2_1,4_1,1_0,0_1,0_0,0_1,1_4,0_2,1_2,1_4,1_2,2_1,1_0,2_0,1_3,0_0,2_2,2_5,1_2,2_3,0_1,2_1,0_0
