,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Newcastle United - Home,Manchester United - Away,Manchester City - Away,Nottingham Forest - Home,AFC Bournemouth - Away,Arsenal - Away,Brentford - Home,Brighton & Hove Albion - Home,Wolverhampton Wanderers - Away,Liverpool - Home,Aston Villa - Home,Everton - Home,Leicester City - Away,Leeds United - Home,Tottenham Hotspur - Away,Southampton - Home,West Ham United - Away,Fulham - Home,Liverpool - Away,Crystal Palace - Home,Fulham - Away,Manchester City - Home,Nottingham Forest - Away,AFC Bournemouth - Home,Newcastle United - Away,Arsenal - Home,Brighton & Hove Albion - Away,Manchester United - Home,Brentford - Away,Aston Villa - Away,Wolverhampton Wanderers - Home,Crystal Palace - Away,West Ham United - Home,Southampton - Away,Leicester City - Home,Leeds United - Away,Tottenham Hotspur - Home,Everton - Away
1,,AVG,1-1,4-1,1-0,2-2,1-3,3-1,0-2,1-2,1-0,0-0,0-2,2-2,1-3,1-0,2-0,0-1,1-1,0-0,0-0,1-0,2-1,0-1,1-1,2-0,1-0,0-1,4-1,1-1,0-0,0-2,3-0,1-2,2-1,2-1,2-1,3-0,2-2,0-1
2,Possession,50%,65%,59%,35%,76%,66%,45%,73%,42%,62%,49%,69%,69%,51%,58%,59%,61%,71%,66%,48%,62%,52%,48%,72%,60%,43%,44%,47.5%,47.3%,66.5%,59.2%,57.4%,67.1%,68.8%,67.7%,46%,60.4%,64.3%,63%
3,Passes,555_386,593_329,617_438,380_692,708_217,600_305,455_543,696_263,405_555,530_314,522_537,600_285,542_246,550_517,579_425,596_410,504_320,660_247,646_307,528_473,568_324,493_454,553_612,697_256,563_357,471_451,360_452,513_349,414_464,656_317,548_353,591_431,635_348,661_308,561_259,446_524,494_318,597_340,566_335
4,Tackles,18_18,21_14,21_19,17_8,14_28,12_17,16_12,12_13,18_24,27_22,24_13,18_24,15_20,24_15,26_23,19_27,17_32,18_20,24_20,9_8,33_23,17_13,27_19,15_18,17_17,10_17,22_18,2_6,11_17,18_13,11_24,24_12,7_10,16_15,25_17,19_18,22_23,29_25,18_24
5,Corners,6_5,10_3,4_3,2_5,2_5,7_7,2_7,5_2,2_8,8_8,3_5,13_2,8_2,5_2,5_7,4_4,8_2,6_5,6_2,5_5,11_7,7_5,3_2,2_1,6_8,3_5,4_6,7_8,6_4,2_6,1_7,4_2,2_5,10_3,3_5,3_11,6_4,8_5,16_4
6,1st Half Corners,3_2,7_1,1_1,1_3,0_3,2_2,1_2,3_1,1_4,6_7,1_4,8_0,2_0,1_0,4_3,2_3,1_0,2_3,1_2,3_2,9_4,4_3,2_0,2_0,3_3,1_3,1_3,4_7,1_3,0_3,0_1,4_0,1_3,8_0,1_3,3_4,4_1,4_0,13_2
7,2nd Half Corners,3_3,3_2,3_2,1_2,2_2,5_5,1_5,2_1,1_4,2_1,2_1,5_2,6_2,4_2,1_4,2_1,7_2,4_2,5_0,2_3,2_3,3_2,1_2,0_1,3_5,2_2,3_3,3_1,5_1,2_3,1_6,0_2,1_2,2_3,2_2,0_7,2_3,4_5,3_2
8,Shots - Total,12_11,22_13,14_18,13_15,14_11,11_12,7_16,15_7,8_26,13_9,12_7,27_5,20_12,12_17,13_11,10_8,17_8,12_10,12_10,6_8,20_12,20_8,8_12,7_12,15_9,1_8,5_14,6_11,4_8,14_8,8_16,19_7,10_5,9_8,10_9,6_18,3_5,14_6,15_8
9,Shots - On target,4_4,7_4,5_9,6_2,6_2,5_4,4_10,4_1,2_10,1_4,3_4,8_2,7_3,6_7,3_2,2_3,5_5,4_2,3_4,2_3,5_5,10_3,2_3,2_5,5_4,2_3,1_2,7_9,2_6,5_5,4_7,7_2,3_3,3_3,4_7,4_5,3_6,3_5,6_4
10,Shots - Off target,5_5,17_9,8_9,7_13,7_7,6_8,3_6,8_5,5_10,4_3,7_0,15_3,3_4,3_4,8_6,5_4,5_3,4_5,7_3,6_6,5_2,3_3,3_6,2_4,7_4,2_3,1_9,5_7,3_6,3_2,3_7,10_5,7_4,2_2,2_0,1_7,4_4,6_2,3_3
11,Shots - Blocked,4_3,8_4,4_5,3_6,5_2,1_2,2_4,3_1,1_6,8_2,2_3,4_0,10_5,3_6,2_3,3_1,7_0,4_3,2_3,3_6,5_3,7_2,3_3,3_3,3_1,1_4,3_3,4_3,1_1,6_1,1_4,3_2,3_0,3_1,4_4,2_5,7_2,7_3,6_2
12,Shots - Outside Box,4_4,9_5,7_5,4_5,6_1,5_3,2_3,5_0,4_9,5_3,3_5,8_3,4_5,3_9,4_2,9_4,7_4,6_2,4_5,2_5,2_5,6_2,2_5,1_4,4_5,1_2,1_4,6_4,2_7,10_1,2_5,3_2,3_3,3_3,2_5,2_6,5_3,5_2,4_1
13,Shots - Inside Box,9_8,13_8,7_13,9_10,8_10,6_7,5_13,10_7,4_17,8_6,9_2,19_2,16_7,9_8,9_9,1_4,10_4,6_8,8_5,9_10,13_5,14_6,6_7,6_10,11_4,4_8,4_10,9_15,4_6,4_7,6_13,17_6,10_4,5_3,8_4,5_11,9_9,11_8,11_7
14,Fouls,10_12,9_12,6_12,9_12,13_15,11_9,11_10,5_13,11_11,10_14,7_17,14_16,8_12,11_10,10_7,10_10,15_20,11_9,16_12,10_16,10_17,16_12,9_9,14_16,8_10,5_11,20_18,4_4,10_8,7_7,12_11,7_8,7_8,11_9,15_15,8_9,16_15,9_9,9_13
15,Offsides,2_1,2_1,,2_2,1_2,0_1,0_1,0_2,1_1,1_2,4_3,2_0,2_1,4_0,2_2,2_0,3_1,4_3,3_0,1_5,3_1,3_3,2_1,2_2,3_0,0_3,3_0,0_0,2_3,0_2,1_3,3_0,0_1,1_1,3_0,3_1,7_1,2_1,2_0
16,Yellow Card,2_2,0_0,1_1,2_0,3_1,3_1,2_0,1_2,2_2,5_2,1_4,3_3,2_2,2_2,2_0,3_2,3_6,1_1,1_4,1_3,2_5,3_4,2_0,2_2,0_0,2_3,5_2,2_1,1_4,0_0,3_0,2_0,3_1,4_2,1_2,2_2,2_0,3_0,2_3
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,1_0,0_0,0_0
18,Penalties,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0
19,Free Kicks,14_13,,12_5,14_11,,,11_10,,,,20_9,16_16,12_10,,,10_12,26_19,12_15,12_19,21_10,18_13,15_19,10_11,18_16,10_11,17_11,13_22,16_6,12_11,9_7,16_12,8_11,12_13,12_7,15_13,8_13,17_22,10_11,13_13
20,Goal Kicks,6_8,5_9,4_11,8_6,7_5,6_9,7_5,3_11,9_6,5_4,2_9,3_15,8_6,4_2,10_12,4_8,6_9,6_6,6_9,9_11,7_7,2_8,7_6,6_4,6_9,5_7,15_5,9_9,11_8,8_6,10_2,6_15,6_10,2_12,1_4,11_2,7_7,5_11,7_5
21,Throw-ins,17_18,15_16,9_18,10_16,26_18,20_23,10_10,21_28,14_17,23_16,18_24,20_9,20_24,17_19,14_17,19_12,30_16,10_15,20_20,7_11,14_28,13_33,16_17,20_21,11_14,14_17,17_17,23_14,13_11,21_19,19_23,20_23,27_15,17_21,31_28,18_17,8_6,18_15,17_21
22,Saves,3_3,3_5,5_4,1_6,0_4,3_3,6_3,0_4,9_1,3_1,3_2,0_7,1_5,5_3,2_2,1_2,3_4,1_3,4_2,3_2,5_4,1_9,2_2,4_1,4_3,1_1,1_1,1_4,4_1,5_4,7_1,2_4,1_0,2_1,3_3,4_1,1_1,2_1,3_4
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_0,0_0,1_0,0_0,2_1,0_0,0_0,1_1,0_1,0_0,1_1,0_2,2_1,1_0,2_1,1_2,0_0,0_1,0_1,0_2,1_2,0_0,0_1,0_0,1_0,1_1,1_0,0_1,0_0,1_0,1_0,1_2,2_0,0_0,2_2,2_0,3_0,0_1
28,2nd Half Cards,2_1,0_0,1_1,1_0,3_1,1_0,2_0,1_2,1_1,5_1,1_4,2_2,2_0,0_2,1_0,1_1,2_5,1_1,1_4,1_2,2_4,3_2,2_0,2_1,0_0,1_5,4_1,1_1,1_3,0_0,2_0,1_0,3_0,2_2,1_2,1_0,1_0,3_1,2_2
