,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Manchester City - Away,Burnley - Home,Crystal Palace - Home,Liverpool - Home,Burnley - Away,Norwich City - Home,Leicester City - Away,Tottenham Hotspur - Home,Wolverhampton Wanderers - Away,Arsenal - Home,West Ham United - Away,Leeds United - Away,Southampton - Home,Brighton & Hove Albion - Away,Watford - Home,Newcastle United - Away,Leeds United - Home,Everton - Away,Manchester United - Home,Brentford - Away,Chelsea - Home,Norwich City - Away,Liverpool - Away,Leicester City - Home,Manchester City - Home,Crystal Palace - Away,Brighton & Hove Albion - Home,Southampton - Away,West Ham United - Home,Arsenal - Away,Wolverhampton Wanderers - Home,Tottenham Hotspur - Away,Manchester United - Away,Everton - Home,Chelsea - Away,Brentford - Home,Newcastle United - Home,Watford - Away
1,,AVG,3-2,1-1,1-1,1-2,1-3,2-0,0-0,0-4,2-1,0-1,2-1,0-3,4-0,0-2,0-1,1-0,3-3,0-1,2-2,2-1,1-3,0-2,1-0,2-1,1-2,1-2,2-0,1-0,1-4,3-1,2-3,2-1,0-1,3-0,3-0,1-1,2-0,3-2
2,Possession,47%,29%,71%,49%,42%,51%,46%,38%,52%,51%,47%,53%,49%,39%,34%,60%,63%,40%,50%,55%,55%,42%,50%,37%,41%,36%,37%,37%,43%,42%,46%,48%,44%,40%,56%,43%,47%,47%,62%
3,Passes,392_457,243_601,587_231,464_486,343_530,446_424,398_491,289_520,477_461,441_421,441_521,501_443,405_419,353_556,289_569,550_383,424_249,302_456,361_338,540_451,491_400,446_609,447_451,329_551,359_524,333_611,340_577,352_608,327_431,333_459,392_454,391_415,318_438,271_409,384_310,344_476,364_435,303_333,508_317
4,Tackles,17_16,17_11,16_11,20_12,12_15,13_16,25_12,15_11,15_20,15_23,11_12,17_11,15_25,14_15,21_17,19_17,14_15,22_3,26_24,16_22,11_20,17_17,17_22,21_18,21_16,24_11,25_21,16_16,22_14,16_21,15_11,12_7,19_13,9_12,10_21,12_15,13_16,13_14,13_15
5,Corners,5_6,1_13,13_6,1_5,2_3,5_4,2_3,6_7,9_3,9_4,6_5,7_5,5_3,4_7,2_7,10_5,6_3,6_11,2_9,3_6,7_3,2_5,10_7,3_11,3_6,4_10,3_7,5_6,8_10,3_6,4_7,6_7,8_5,5_5,5_4,11_4,3_2,3_4,4_2
6,1st Half Corners,2_2,1_7,9_3,0_5,1_1,1_4,1_2,0_0,5_1,4_2,3_2,0_0,4_1,0_0,0_0,0_0,0_0,4_4,0_0,0_0,0_0,2_3,7_3,1_7,2_1,1_6,3_3,4_4,2_8,3_2,1_5,2_2,4_0,1_4,2_4,4_3,0_1,0_1,2_1
7,2nd Half Corners,2_2,0_6,4_3,1_0,0_0,4_0,1_1,0_0,4_2,5_2,3_3,0_0,1_2,0_0,0_0,0_0,0_0,2_7,0_0,0_0,0_0,0_2,3_4,2_4,1_5,3_4,0_4,1_2,6_2,0_4,3_2,4_5,4_5,4_1,3_0,7_1,0_0,0_0,2_1
8,Shots - Total,12_12,4_24,22_10,14_16,9_17,12_14,21_8,11_5,19_11,15_11,7_6,13_11,15_4,14_11,9_12,20_8,11_10,12_16,7_8,13_13,16_10,8_10,15_7,4_20,13_12,9_17,10_8,9_6,14_9,9_21,10_22,14_9,14_17,7_28,15_11,18_12,7_9,10_9,11_13
9,Shots - On target,4_4,2_5,9_5,5_4,4_6,7_6,5_0,3_1,8_5,5_5,1_3,7_4,9_1,9_1,4_1,1_4,1_2,4_8,3_1,9_6,5_4,1_4,5_3,0_5,4_5,3_7,3_3,5_2,3_3,3_9,4_9,5_4,3_8,3_4,3_1,6_4,5_2,2_1,2_7
10,Shots - Off target,6_6,1_10,7_2,9_12,5_8,2_7,16_8,8_4,11_6,10_6,6_3,2_5,2_2,5_10,2_6,11_3,6_4,6_5,4_7,4_4,11_6,7_6,10_4,2_8,4_5,6_10,5_4,1_0,11_6,5_5,3_8,7_3,5_6,3_11,6_5,3_6,2_2,7_7,6_4
11,Shots - Blocked,4_4,1_9,6_3,4_6,0_5,3_1,7_1,4_1,6_5,4_3,1_4,4_2,4_1,1_4,3_5,8_1,4_4,2_3,1_7,0_3,6_0,5_3,8_3,2_7,5_2,3_5,2_1,3_4,4_2,1_7,3_5,2_2,6_4,1_13,6_5,9_3,0_5,1_1,3_2
12,Shots - Outside Box,5_5,1_6,10_3,5_6,2_6,4_5,5_5,4_4,6_4,6_3,3_6,4_4,6_2,3_6,5_6,12_3,6_5,4_5,4_4,2_5,6_4,3_1,5_1,3_5,2_3,1_7,5_1,2_3,6_4,3_8,5_8,4_3,5_8,3_11,8_3,7_6,2_2,4_3,7_4
13,Shots - Inside Box,8_8,3_18,12_7,8_10,7_11,8_9,16_4,7_1,13_7,9_8,5_4,9_7,9_2,11_5,4_6,8_5,5_5,8_11,4_11,11_8,10_6,5_9,12_6,1_15,11_9,8_10,5_7,7_3,8_5,6_13,5_14,10_6,9_9,4_17,7_8,11_6,5_7,6_6,4_9
14,Fouls,11_13,11_5,11_20,11_15,10_12,11_13,16_8,15_14,12_14,8_15,13_14,3_9,11_17,10_8,11_17,12_7,15_22,11_9,16_14,8_13,11_17,8_11,9_12,6_13,8_25,8_12,10_12,7_13,12_12,7_13,10_17,8_17,14_11,13_9,7_10,11_11,15_14,8_18,13_18
15,Offsides,1_1,2_1,1_0,1_0,3_2,2_1,3_0,1_0,1_2,1_1,1_1,0_0,5_3,0_1,0_0,0_0,2_3,1_2,1_3,1_1,4_0,2_2,0_0,1_2,1_0,1_0,0_1,1_0,2_0,2_0,0_1,1_2,1_0,3_2,0_2,1_2,1_2,1_1,2_0
16,Yellow Card,2_2,2_0,0_1,1_3,0_0,2_1,4_1,2_3,2_3,3_4,3_3,0_1,3_5,1_1,5_4,1_2,4_3,3_3,4_5,1_2,2_2,3_1,1_3,2_1,1_1,0_0,3_3,3_3,2_2,1_2,5_2,2_3,1_2,2_2,1_1,4_1,3_3,3_4,1_3
17,Red Card,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_2,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_1,0_0,0_0,0_0,1_0,1_0
19,Free Kicks,14_12,6_13,20_11,15_12,13_13,14_13,8_19,15_17,17_12,10_14,15_16,10_3,20_16,9_9,16_11,7_12,25_17,11_12,17_17,14_9,17_15,13_8,12_9,15_6,25_9,12_9,13_10,13_8,12_14,13_9,18_9,19_9,11_15,11_15,12_7,13_12,16_16,19_11,17_15
20,Goal Kicks,8_7,20_3,2_14,7_6,9_6,11_3,10_8,4_5,4_9,6_5,6_10,10_4,9_5,10_4,10_6,6_13,5_10,8_7,11_7,5_7,10_8,7_2,6_3,10_3,9_5,9_4,6_5,5_6,5_9,7_7,8_5,7_13,7_10,13_5,12_12,6_9,7_4,10_11,7_8
21,Throw-ins,19_21,14_29,17_12,22_22,24_20,21_18,25_32,23_28,16_11,20_16,18_20,20_18,18_20,16_19,16_23,14_26,20_17,20_21,27_35,14_23,23_19,18_23,19_24,25_23,19_29,15_16,10_28,20_20,22_19,21_21,19_14,15_15,18_22,25_27,15_22,16_16,17_21,15_24,21_17
22,Saves,3_3,2_0,3_8,3_2,3_3,5_4,3_3,2_2,1_7,2_3,3_1,2_6,1_6,1_5,1_2,3_3,1_1,4_2,0_2,4_7,2_3,1_0,3_3,4_0,3_2,4_2,2_1,2_3,2_3,4_2,3_6,1_1,6_2,5_2,2_1,1_6,1_4,2_1,4_0
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_0,0_0,1_2,0_0,2_0,1_1,0_0,1_1,1_1,3_1,0_1,1_1,0_0,4_2,0_0,1_1,0_1,0_1,1_1,1_1,1_0,0_0,2_1,0_0,0_0,1_2,0_0,1_0,0_0,3_1,0_0,1_1,0_1,0_0,2_0,0_0,1_2,0_1
28,2nd Half Cards,1_2,2_0,0_2,0_2,0_0,0_1,3_0,2_3,1_2,2_3,0_2,0_0,2_4,1_1,1_2,1_2,3_2,4_2,4_4,0_1,1_1,2_1,1_3,0_0,1_1,0_0,2_1,3_3,1_2,2_2,2_1,2_3,0_1,2_1,1_1,2_1,3_3,2_2,1_2
