,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,5_6,2_6,8_6,5_3,9_7,6_11,7_5,3_3,11_9,7_20,7_4,10_9,6_9,9_8,6_7,3_9,1_4,3_6,3_9,4_8,6_5,6_14,1_6,5_5,3_5,4_7,1_4,3_4,3_2,6_11,0_4,5_5,6_3,1_6,5_8,2_3,3_2,5_1,7_1
11,Shots - Blocked,3_4,3_4,6_4,5_4,1_4,2_5,6_4,4_8,4_5,1_10,1_3,5_4,2_4,6_5,4_4,2_5,1_5,2_3,0_3,0_3,2_7,2_10,1_3,3_1,1_3,3_4,4_8,2_4,4_3,1_6,2_4,1_3,5_4,3_1,1_6,3_5,2_5,5_1,4_3
12,Shots - Outside Box,4_5,4_4,5_4,4_5,5_6,2_3,8_6,4_5,6_5,5_8,4_5,5_7,5_8,6_4,1_3,5_7,0_6,3_4,1_5,4_4,3_4,3_12,0_5,5_4,3_1,6_4,2_9,1_6,5_3,5_6,2_7,2_6,6_4,3_3,5_7,5_5,3_3,4_4,5_1
13,Shots - Inside Box,7_8,4_17,9_5,12_5,10_7,7_8,8_7,4_9,12_7,3_15,11_8,9_7,2_11,5_7,6_6,4_8,3_10,4_8,5_9,6_12,8_9,5_7,5_7,5_7,4_9,3_9,9_5,8_4,8_5,10_17,7_7,5_7,9_7,3_10,6_15,6_6,7_5,13_2,10_8
14,Fouls,10_11,10_8,11_11,8_12,12_9,10_8,10_13,10_13,8_8,7_12,10_10,9_6,12_11,7_9,13_9,10_10,8_8,7_16,11_14,12_12,13_6,12_10,11_6,9_7,10_11,9_9,9_12,10_11,9_6,8_14,10_14,12_19,10_9,11_11,15_9,13_14,15_16,9_11,7_15
15,Offsides,2_1,1_1,0_0,0_3,2_0,2_2,2_2,1_2,2_0,1_0,2_1,2_1,0_1,2_3,4_0,2_2,0_0,3_2,2_0,1_0,4_0,2_0,1_0,2_0,2_0,1_0,1_2,4_1,3_0,2_6,3_2,3_1,0_1,1_1,2_3,0_2,0_1,1_1,1_0
16,Yellow Card,2_2,2_2,0_2,1_3,1_2,1_2,0_2,3_1,1_1,2_1,2_0,0_4,3_0,1_3,0_2,1_2,2_1,1_1,1_2,3_2,3_4,1_1,2_2,0_0,4_2,1_3,3_2,2_3,0_0,1_2,0_2,4_2,4_2,2_1,3_2,0_1,1_3,1_0,0_1
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,1_0,0_0,0_0,0_1,0_0
18,Penalties,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_1,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,1_0,0_0,0_0,0_1,0_0,0_1,0_0,0_0,0_0,1_0,0_0,0_0
19,Free Kicks,12_11,12_6,,,,10_12,,15_9,7_10,12_8,,7_11,0_0,,9_17,11_12,19_15,,14_14,10_4,6_17,17_10,6_12,,,9_9,,11_14,,20_9,16_12,20_15,10_9,12_12,12_17,,,12_10,15_8
20,Goal Kicks,7_6,7_4,,,,8_5,,5_4,6_11,10_7,,7_9,0_0,,8_4,11_4,5_6,,7_7,4_5,8_11,2_9,10_5,,,13_8,,6_7,,7_8,4_0,6_10,3_11,6_2,14_9,,,5_8,4_8
21,Throw-ins,17_21,15_15,11_25,,,12_24,19_22,9_19,21_25,22_18,15_15,26_24,15_20,12_26,22_22,15_26,6_20,,20_14,21_25,15_21,17_24,18_13,,,17_16,,24_36,,11_25,16_26,19_19,23_29,17_18,12_14,,,16_8,17_34
22,Saves,3_3,6_3,3_3,2_6,2_5,1_3,5_2,3_1,1_5,4_1,5_6,3_3,8_1,3_2,1_0,6_4,4_1,1_2,3_1,7_4,1_3,5_1,2_1,4_2,1_2,0_1,2_3,2_3,2_5,5_8,4_4,2_0,2_3,4_2,6_3,1_2,0_3,2_2,5_3
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,2_1,0_0,0_1,0_1,0_0,0_1,0_1,1_1,0_0,2_0,0_2,1_0,1_0,0_0,1_1,2_0,0_0,0_0,0_1,1_2,0_1,0_0,0_0,0_0,0_2,0_1,1_1,0_0,0_1,0_1,2_0,1_0,0_0,1_0,0_1,0_2,1_1,0_0
28,2nd Half Cards,1_1,0_1,0_2,1_2,1_1,1_2,0_1,4_0,0_0,2_1,0_0,0_2,2_0,0_3,0_2,0_1,0_1,1_1,1_2,3_1,2_2,1_0,2_2,2_0,4_2,1_1,3_1,1_2,0_0,1_1,0_1,2_2,3_2,3_1,3_2,0_0,1_1,0_0,0_1
