,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
13,Shots - Inside Box,8_9,4_13,5_18,10_3,7_7,5_14,17_8,3_12,6_8,6_11,7_9,10_11,7_7,10_8,6_9,8_2,5_13,13_14,9_3,9_16,10_11,6_5,2_11,9_6,9_12,8_6,1_13,3_8,5_12,13_6,10_4,12_13,11_11,11_6,6_12,5_10,11_6,15_4,12_9
14,Fouls,9_8,9_9,9_5,7_7,8_9,9_11,9_10,6_2,9_12,7_7,9_3,7_6,8_2,3_7,9_10,1_5,8_9,6_9,9_8,17_6,12_12,10_9,9_9,11_13,10_10,10_8,6_7,9_6,11_6,13_7,11_4,3_3,16_13,6_10,5_8,12_10,10_7,8_8,3_4
15,Offsides,1_1,0_0,1_0,3_2,1_0,2_2,1_1,2_1,1_1,0_1,0_0,4_1,2_1,2_1,0_0,3_1,1_4,1_1,4_3,2_0,1_0,2_1,0_0,1_1,3_1,1_0,4_4,0_0,2_0,0_2,1_0,2_0,2_1,0_2,2_0,2_0,1_2,2_0,0_1
16,Yellow Card,1_1,1_1,3_1,1_1,0_0,0_1,2_2,1_0,1_4,1_0,1_0,1_2,1_0,3_3,2_1,1_0,1_1,3_2,0_0,2_0,1_0,2_3,2_2,1_2,1_3,1_1,0_2,1_1,1_1,2_1,2_1,2_0,2_3,2_3,0_0,3_3,1_0,0_1,0_1
17,Red Card,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_1,0_0
18,Penalties,0_0,0_0,0_1,1_0,0_0,0_1,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,1_0,1_0,0_1,0_1,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,1_0
19,Free Kicks,8_10,9_9,5_9,8_10,9_8,13_10,12_9,3_8,13_10,8_7,3_10,8_11,2_10,8_5,10_8,7_4,13_9,10_7,11_13,5_18,11_13,10_11,9_8,14_12,10_13,8_10,11_10,6_10,6_14,9_13,4_12,3_5,13_18,12_6,7_7,10_14,9_11,8_10,4_5
20,Goal Kicks,8_8,8_5,17_5,4_5,6_6,17_5,6_11,6_9,6_9,8_6,4_10,9_8,5_10,6_6,10_4,9_10,14_7,9_11,5_8,10_8,12_5,2_17,6_7,11_12,5_8,8_7,9_0,11_6,10_3,7_7,3_7,13_11,6_15,5_10,11_7,7_3,6_9,3_11,12_10
21,Throw-ins,20_17,20_13,9_15,15_8,23_11,18_16,27_12,13_20,15_17,13_11,18_20,14_19,18_18,22_22,17_19,39_21,20_25,31_24,26_12,23_31,26_25,20_18,28_17,23_10,20_16,23_18,10_12,17_13,15_19,21_21,21_20,25_18,17_20,22_15,15_12,10_14,32_18,23_15,21_16
22,Saves,3_3,4_1,6_0,2_1,5_2,4_2,0_7,5_1,1_4,2_0,6_2,4_5,1_3,1_2,0_1,1_2,2_1,2_3,2_4,5_2,4_2,3_2,6_1,1_3,5_1,2_4,6_2,4_3,3_1,2_4,4_3,2_3,4_4,4_7,8_3,2_3,0_2,0_3,1_5
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_0,1_0,1_0,1_0,0_0,0_0,1_1,0_0,0_1,1_0,1_0,1_0,0_0,1_1,0_1,0_0,0_0,1_1,0_0,1_1,0_0,1_0,1_0,0_2,0_1,0_0,0_1,0_0,1_0,0_0,2_0,2_0,1_0,1_1,0_0,0_2,0_0,0_1,0_0
28,2nd Half Cards,1_1,0_1,2_1,0_1,2_2,1_1,1_1,1_0,1_3,0_0,0_0,0_2,1_0,2_2,2_0,1_0,1_1,2_1,0_0,1_0,1_0,1_4,1_2,1_0,1_2,1_1,0_1,1_1,0_1,2_2,0_1,0_0,1_3,1_2,0_0,3_3,1_0,0_1,0_1
