,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Manchester United - Home,Brentford - Away,Brighton & Hove Albion - Away,Chelsea - Home,Everton - Away,Leeds United - Home,West Ham United - Home,Fulham - Away,Arsenal - Home,Sheffield United - Home,Leicester City - Home,Southampton - Away,Liverpool - Home,Burnley - Home,Crystal Palace - Away,Newcastle United - Home,Bristol City - Away,AFC Bournemouth - Away,Nottingham Forest - Away,Arsenal - Away,Aston Villa - Home,Tottenham Hotspur - Away,Arsenal - Home,Wolverhampton Wanderers - Home,Tottenham Hotspur - Home,Manchester United - Away,Chelsea - Home,Chelsea - Away,Everton - Home,Leeds United - Away,Brentford - Home,Fulham - Home,Leicester City - Away,Brighton & Hove Albion - Home,Liverpool - Away,Southampton - Home,Manchester United - Home,Wolverhampton Wanderers - Away
1,,AVG,2-1,1-0,1-1,1-0,0-3,2-1,3-0,1-2,4-1,3-0,3-1,1-4,4-1,6-0,0-1,2-0,0-3,1-4,1-1,1-3,3-1,1-0,1-0,3-0,4-2,2-1,4-0,0-1,1-1,1-3,1-2,2-1,0-1,3-1,1-0,4-0,6-3,0-3
2,Possession,48%,60%,66%,62%,65%,64%,81%,70%,63%,52%,78%,71%,73%,69%,58%,68%,56%,70%,66%,73%,36%,67%,64%,53%,56%,59%,72%,61%,52%,74%,69%,50%,71%,66%,47.6%,63.5%,65.8%,54.2%,59.5%
3,Passes,652_350,517_342,635_323,607_386,692_380,670_381,873_201,723_327,645_373,496_457,746_209,754_317,732_271,754_350,568_420,616_290,539_410,702_287,750_377,676_252,301_522,615_299,543_301,493_417,579_468,584_413,723_309,642_460,612_553,662_238,698_307,622_216,717_295,691_385,446_471,702_407,744_393,551_476,622_422
4,Tackles,12_13,19_11,14_17,12_12,8_17,7_16,7_10,16_12,14_21,11_10,15_15,11_10,9_11,7_12,16_11,14_11,13_11,12_10,26_15,9_14,17_13,7_7,19_14,16_14,8_15,15_15,5_7,8_13,19_27,14_12,14_13,9_11,14_12,7_11,13_16,17_21,15_19,14_14,19_19
5,Corners,6_3,3_3,4_3,1_5,5_2,6_8,10_1,6_3,5_2,1_3,11_1,6_2,10_0,7_1,2_2,6_2,8_4,3_4,6_4,10_0,2_1,8_4,6_4,0_3,5_7,8_3,2_1,4_2,2_3,7_1,5_3,10_2,9_0,10_3,6_3,6_5,9_1,5_1,7_5
6,1st Half Corners,3_1,1_1,2_1,0_3,3_1,5_3,3_1,4_0,0_2,0_1,7_1,2_0,6_0,3_0,1_2,3_1,2_1,2_3,2_3,4_0,2_1,1_1,2_2,0_0,4_0,7_3,1_0,4_0,0_2,3_0,3_0,6_1,7_0,9_1,3_1,1_4,4_0,2_0,2_2
7,2nd Half Corners,3_1,2_2,2_2,1_2,2_1,1_5,7_0,2_3,5_0,1_2,4_0,4_2,4_0,4_1,1_0,3_1,0_2,1_1,4_1,6_0,0_0,0_0,4_2,0_0,1_7,1_0,1_1,0_2,2_1,4_1,2_3,4_1,2_0,1_2,3_2,5_1,5_1,3_1,5_3
8,Shots - Total,14_7,11_13,17_11,13_20,15_13,9_7,18_4,16_6,12_4,14_8,14_4,12_11,13_4,17_4,20_6,14_4,11_5,16_5,20_13,23_4,9_10,17_6,15_12,8_5,14_8,16_9,4_5,7_0,12_8,14_2,26_9,28_10,13_3,15_8,10_8,14_10,11_1,17_4,16_6
9,Shots - On target,6_2,5_3,3_4,5_7,2_6,4_3,6_2,7_2,9_1,9_2,4_1,4_4,8_1,8_1,10_3,4_0,3_2,6_1,5_2,6_1,6_1,9_2,5_3,3_2,7_1,6_3,1_4,7_1,3_2,3_1,9_1,6_8,5_2,5_5,4_2,6_2,8_0,10_8,7_1
10,Shots - Off target,6_3,6_4,15_10,9_13,13_7,5_4,12_2,9_4,3_1,3_3,7_3,5_4,2_2,3_0,5_3,5_0,6_1,5_2,8_5,11_2,1_4,3_2,5_5,4_2,5_5,5_4,2_1,2_1,6_3,6_0,12_4,9_1,5_1,6_4,3_3,4_8,9_3,6_1,5_4
11,Shots - Blocked,4_2,0_6,8_4,3_7,6_3,2_1,2_1,2_1,0_2,2_3,3_0,3_3,3_1,6_3,5_0,5_4,2_2,5_2,7_6,6_1,2_5,5_2,5_4,1_1,1_4,5_2,2_3,0_1,3_3,7_1,5_4,14_1,6_1,4_1,3_3,7_3,4_2,6_3,4_1
12,Shots - Outside Box,5_2,6_4,6_2,2_8,5_4,6_1,9_0,6_3,1_3,3_4,7_1,5_3,1_1,3_0,5_2,6_1,4_1,7_1,6_2,13_1,1_3,4_3,5_3,6_1,3_4,6_3,2_2,3_2,5_2,5_1,5_4,12_2,4_1,8_2,1_3,6_5,1_5,5_6,10_3
13,Shots - Inside Box,10_5,5_9,11_9,11_12,10_9,3_6,9_4,10_3,11_1,11_4,7_3,7_8,12_3,14_4,15_4,8_3,7_4,9_4,14_11,10_3,8_7,13_3,10_9,2_4,10_6,10_6,3_6,6_1,7_6,11_1,21_5,17_8,12_3,7_8,9_5,10_8,20_0,17_6,6_3
14,Fouls,9_10,11_11,8_12,13_16,12_9,4_11,3_16,8_8,10_9,13_13,5_15,8_8,10_6,9_12,9_11,14_9,8_13,7_9,9_10,6_7,15_11,13_14,14_19,9_14,10_10,10_14,5_15,9_6,9_9,13_14,14_11,9_8,5_9,7_3,12_12,8_6,8_3,9_6,9_9
15,Offsides,1_2,1_3,0_3,0_2,2_2,0_1,4_3,1_0,1_3,0_1,2_0,0_3,2_0,3_5,0_0,2_3,0_1,0_3,2_1,0_2,3_0,1_4,1_2,3_3,1_0,0_1,2_6,1_0,1_2,3_2,1_0,2_2,3_0,2_0,0_4,0_3,1_1,1_0,1_0
16,Yellow Card,1_2,2_2,0_4,1_2,0_2,0_1,0_3,0_1,3_1,3_1,0_1,1_1,2_0,1_1,0_1,2_2,2_4,2_1,2_2,0_1,4_2,1_2,2_3,1_2,1_2,1_2,0_3,3_1,0_2,3_4,3_3,2_2,2_4,0_0,1_3,1_3,0_1,0_3,1_2
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_1
18,Penalties,0_0,0_1,0_0,0_0,0_0,0_0,1_0,0_0,1_0,0_0,1_0,1_0,1_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_1,1_0,0_0,0_0,1_0,0_0,0_0,2_0,0_0,0_0,0_0,0_0,1_1,0_0,1_0,0_0,0_0,0_1,0_0
19,Free Kicks,12_10,14_12,2_2,18_11,11_14,13_4,18_6,8_9,11_11,14_13,15_7,10_8,5_12,17_12,12_9,13_19,7_7,12_7,11_11,10_6,11_17,17_14,21_15,17_12,9_11,15_10,21_7,8_11,11_10,16_16,11_15,9_11,10_8,5_12,15_11,13_7,9_5,9_3,7_10
20,Goal Kicks,5_8,9_10,10_5,5_7,6_8,5_9,4_16,2_12,3_2,9_6,7_9,5_6,5_4,2_4,3_8,1_10,2_7,4_3,7_6,4_15,10_3,2_8,6_11,7_9,3_11,4_8,4_2,3_4,6_7,0_5,6_9,4_16,2_8,6_14,9_9,10_7,4_12,8_8,6_7
21,Throw-ins,15_12,14_12,16_10,11_6,16_10,13_13,12_10,16_12,23_15,13_13,16_4,18_15,18_10,15_5,14_16,21_18,11_12,22_16,11_15,27_9,18_21,13_11,11_10,19_26,12_13,22_15,9_9,7_5,17_16,27_11,24_17,16_7,20_11,12_10,9_22,15_11,12_10,9_11,16_17
22,Saves,2_3,2_3,3_2,6_3,6_1,2_1,2_4,2_4,0_7,1_5,1_1,3_1,0_4,0_4,3_4,0_3,2_1,1_2,1_2,0_5,0_2,1_5,2_5,2_1,1_3,1_2,1_0,1_3,2_2,0_2,0_6,6_5,1_3,3_4,1_1,1_4,0_3,2_4,1_4
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,0_1,0_0,1_0,0_1,0_0,0_1,0_0,0_0,1_0,0_0,1_0,1_0,1_1,0_0,0_1,0_0,0_0,0_0,0_1,3_0,1_1,0_2,0_1,1_3,1_2,0_0,0_0,0_0,3_2,0_0,1_0,2_2,0_0,0_1,0_0,0_1,0_2,1_1
28,2nd Half Cards,1_1,2_1,0_5,1_2,0_1,0_1,0_2,0_1,3_1,2_1,0_1,0_1,1_0,0_0,0_1,2_1,2_4,2_1,2_2,1_0,1_2,0_1,3_2,1_2,0_0,0_0,0_3,3_1,0_2,0_2,3_3,1_2,1_2,0_0,1_2,1_4,0_0,0_1,0_2
