,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Southampton - Home,West Bromwich Albion - Away,Brighton & Hove Albion - Away,Everton - Home,Burnley - Away,Chelsea - Home,Newcastle United - Away,Leicester City - Home,Wolverhampton Wanderers - Away,Arsenal - Home,Manchester United - Away,Leeds United - Home,Manchester City - Away,Tottenham Hotspur - Home,Sheffield United - Home,Fulham - Away,Aston Villa - Away,Liverpool - Home,Crystal Palace - Away,West Bromwich Albion - Home,Burnley - Home,Everton - Away,Southampton - Away,Brighton & Hove Albion - Home,Chelsea - Away,Crystal Palace - Home,Leeds United - Away,Manchester United - Home,Aston Villa - Home,Sheffield United - Away,Fulham - Home,Liverpool - Away,Manchester City - Home,Tottenham Hotspur - Away,Leicester City - Away,Wolverhampton Wanderers - Home,Arsenal - Away,Newcastle United - Home
1,,AVG,3-0,1-3,1-1,0-1,1-2,0-1,3-2,3-2,2-3,3-3,1-0,2-0,2-1,2-1,3-0,0-0,1-3,1-3,2-3,2-1,1-0,0-1,0-0,2-2,3-0,1-1,1-2,1-3,2-1,0-1,1-0,2-1,1-1,3-3,0-3,4-0,2-1,0-2
2,Possession,46%,37%,50%,49%,69%,52%,45%,66%,37%,34%,36%,37%,35%,37%,31%,46%,39%,44%,33%,46%,59%,48%%,40%,38%,43%,47%,51%,36%,39%,34%,50%,53%,28%,30%,49%,31%,36%,38%,58%
3,Passes,399_547,300_534,326_357,552_595,606_278,544_426,447_566,510_272,365_629,322_628,348_606,411_684,276_528,394_675,253_569,429_500,354_550,376_480,365_785,459_536,541_375,364_454,391_588,340_576,423_574,443_527,439_422,296_544,392_631,272_518,497_517,506_460,304_828,324_747,459_511,296_684,367_626,383_669,474_342
4,Tackles,13_15,12_22,16_10,6_9,16_23,11_8,17_22,11_13,9_13,10_20,12_10,13_12,13_19,13_11,22_16,9_18,9_13,16_12,15_13,19_17,5_19,7_14,16_15,15_15,14_11,20_16,19_23,12_17,12_12,9_6,12_25,14_12,18_10,15_10,14_25,12_7,24_17,10_8,14_13
5,Corners,4_5,2_3,8_6,3_3,5_6,4_5,4_2,8_3,1_9,2_4,3_5,2_6,6_6,2_4,5_7,7_7,3_7,3_7,6_4,4_3,3_1,7_4,3_3,3_4,5_4,4_5,5_3,6_5,5_4,3_7,6_2,9_5,2_1,2_10,7_3,4_6,1_3,5_7,8_7
6,1st Half Corners,1_1,0_0,0_0,2_2,1_0,0_0,0_0,0_1,0_0,0_3,1_1,1_0,0_1,0_0,0_0,0_0,1_1,0_0,0_1,0_0,2_0,2_1,0_0,1_3,4_3,1_4,3_1,3_2,3_3,2_2,3_2,5_4,1_1,1_3,3_0,2_2,0_2,3_1,2_4
7,2nd Half Corners,2_1,0_0,3_0,1_1,1_0,2_1,0_0,0_0,0_2,0_0,1_1,1_1,0_1,0_1,2_0,1_0,0_0,1_2,1_1,1_0,1_1,5_3,0_2,2_1,1_1,3_1,2_2,3_3,2_1,1_5,3_0,4_1,1_0,1_7,4_3,2_4,1_1,2_6,6_3
8,Shots - Total,12_12,14_18,21_15,15_10,11_9,22_8,9_17,16_16,4_15,9_20,15_16,7_15,16_17,9_10,4_20,13_8,8_20,20_9,8_14,17_6,14_6,15_11,11_10,8_8,11_13,6_11,9_8,19_13,19_15,6_16,15_9,16_13,4_9,6_14,13_11,14_4,15_11,14_7,15_15
9,Shots - On target,4_4,7_5,9_4,3_2,1_3,4_3,2_6,6_8,4_5,6_5,5_7,0_5,5_2,3_3,4_4,9_5,1_2,10_2,2_5,7_3,6_2,4_2,5_2,3_3,4_4,0_7,2_2,8_7,6_6,2_6,3_5,7_3,3_5,2_7,4_6,6_0,7_2,3_3,3_2
10,Shots - Off target,6_7,7_16,13_11,8_2,11_6,18_5,7_11,10_8,0_10,3_15,10_9,7_10,6_10,4_2,0_13,3_2,7_18,4_5,3_6,6_3,5_4,12_9,5_5,3_4,2_4,4_3,7_4,8_5,9_6,1_7,5_3,8_4,0_3,3_6,4_4,5_2,7_4,6_1,5_7
11,Shots - Blocked,3_3,1_4,4_6,4_6,5_2,7_3,4_5,6_8,0_5,0_2,3_5,4_7,5_5,2_6,0_3,1_1,1_6,6_3,3_3,4_0,3_0,5_5,1_3,2_1,5_5,2_1,0_2,3_1,4_3,3_4,7_1,1_6,1_1,1_1,5_1,3_2,1_5,5_3,7_6
12,Shots - Outside Box,4_5,3_6,5_8,8_8,3_2,9_1,6_7,8_9,0_5,1_5,0_7,1_6,8_6,3_5,0_12,4_3,1_7,9_3,2_4,7_4,6_4,3_7,4_5,2_4,3_5,0_2,4_1,7_3,5_5,2_6,2_3,6_6,0_3,4_8,3_6,2_1,2_7,7_2,5_5
13,Shots - Inside Box,9_7,11_11,16_6,7_2,8_7,13_7,3_10,8_7,4_10,8_15,15_9,6_9,8_11,6_5,4_8,9_5,7_13,11_6,6_10,10_2,8_2,12_3,7_5,6_4,8_8,6_9,5_7,12_10,14_10,4_10,13_6,10_7,4_6,2_6,10_5,12_3,13_4,7_5,10_10
14,Fouls,10_10,5_9,11_8,5_7,8_10,8_4,9_11,7_9,7_13,9_9,18_8,2_12,9_9,11_8,14_7,11_12,10_11,16_11,7_8,8_9,10_10,12_9,7_9,15_16,6_8,6_11,8_12,10_12,9_10,20_7,6_7,10_9,14_13,14_6,12_13,8_10,7_11,13_11,13_7
15,Offsides,2_2,5_2,1_2,2_0,2_2,2_2,3_3,0_2,3_1,1_1,1_0,2_0,1_1,1_2,1_0,1_1,2_1,1_1,0_1,1_0,2_0,5_1,0_2,3_2,2_1,4_0,0_0,0_2,4_3,1_3,2_4,3_2,0_1,1_0,3_1,2_4,3_2,2_5,2_4
16,Yellow Card,1_1,0_3,2_2,0_1,2_1,1_2,0_4,2_2,3_3,4_1,3_1,0_4,1_1,1_1,4_3,0_2,3_1,1_1,2_0,0_0,0_1,2_1,0_0,1_3,0_0,0_0,0_3,2_1,0_0,1_1,0_0,2_2,1_0,2_0,5_0,2_2,0_1,1_0,2_2
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,1_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,1_0,0_0,0_0,0_1,0_0,1_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_1,0_0,0_1,0_1,0_0,0_0,0_0,0_0,0_0,0_0
19,Free Kicks,10_12,6_12,11_7,,12_10,6_9,14_12,10_7,14_10,10_10,7_19,,9_10,10_11,7_15,1_1,12_14,12_9,9_9,9_15,,,,,,11_10,,14_9,13_13,10_20,,,14_13,6_14,14_15,14_10,,16_15,
20,Goal Kicks,8_6,4_7,9_9,,5_8,9_12,6_5,3_8,4_2,16_3,5_6,,15_6,7_4,15_8,1_1,14_6,8_9,9_7,13_7,,,,,,7_8,,6_7,5_8,11_8,,,8_3,15_2,4_8,3_4,,5_5,
21,Throw-ins,20_18,22_21,24_18,,24_12,23_18,27_21,39_16,21_18,20_16,22_18,19_11,14_23,9_19,21_14,16_17,20_16,17_17,8_15,27_22,,19_19,,,,20_22,,24_16,18_15,17_20,,,11_22,9_20,24_10,14_25,,19_13,
22,Saves,3_3,5_4,3_6,1_1,3_1,2_2,5_2,5_4,3_1,3_3,5_2,3_0,2_2,1_2,4_2,5_6,2_1,1_7,2_1,1_4,2_4,2_3,2_4,4_3,2_3,3_0,1_1,6_6,2_5,4_0,5_2,3_6,4_2,6_1,3_2,0_3,3_4,1_2,0_3
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
