,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,,,Crystal Palace - Away,Brighton & Hove Albion - Away,Brentford - Home,Chelsea - Home,Arsenal - Away,Liverpool - Away,Norwich City - Home,Everton - Away,Leicester City - Home,Tottenham Hotspur - Home,Manchester City - Away,Watford - Home,Leeds United - Away,Brighton & Hove Albion - Home,Southampton - Home,Burnley - Away,West Ham United - Home,Brentford - Away,Aston Villa - Away,Wolverhampton Wanderers - Home,Burnley - Home,Newcastle United - Away,Norwich City - Away,Crystal Palace - Home,Arsenal - Home,Chelsea - Away,Watford - Away,Manchester City - Home,Tottenham Hotspur - Away,Liverpool - Home,Leicester City - Away,Everton - Home,Aston Villa - Home,West Ham United - Away,Newcastle United - Home,Wolverhampton Wanderers - Away,Southampton - Away,Leeds United - Home
1,,AVG,1-0,4-0,3-0,1-1,3-1,4-0,3-2,1-0,1-1,3-2,4-1,0-0,2-4,2-0,1-1,1-1,1-0,1-3,2-2,0-1,3-1,1-1,0-1,1-0,3-2,1-1,4-1,0-2,0-3,0-5,4-2,1-1,0-1,1-2,4-1,0-1,1-1,5-1
2,Possession,54%,62%,58%,64%,35%,44%,28%,61%,67%,54%,44%,31%,67%,46%,50%,52%,64%,57%,58%,45%,51%,58%,70%,53%,61%,45%,34%,61%,32%,42%,37%,52%,72%,60%,61%,65%,56%,64%,49%
3,Passes,501_457,526_327,526_373,714_376,345_628,412_507,354_897,623_386,641_307,582_495,459_584,331_754,676_335,340_409,512_516,469_430,518_288,548_413,519_405,451_540,488_457,484_355,566_259,501_440,530_331,431_526,318_586,553_335,400_832,421_570,409_731,517_499,700_268,409_271,624_417,644_365,552_427,520_291,422_438
4,Tackles,15_16,17_7,12_11,11_9,15_12,13_11,22_15,16_21,12_16,8_15,13_16,16_13,20_22,19_24,18_15,14_18,15_25,18_8,17_19,22_16,17_13,8_14,18_18,21_9,24_23,18_10,21_16,13_22,18_12,16_19,5_11,14_10,7_20,12_9,14_14,19_17,8_15,19_23,7_21
5,Corners,5_5,6_3,6_7,3_8,2_9,7_1,2_9,6_7,7_5,6_5,4_5,3_9,4_3,3_3,10_2,1_4,10_2,3_3,9_6,6_3,3_8,7_5,3_2,6_8,9_6,3_8,2_15,3_8,1_9,1_10,6_3,3_4,10_1,5_5,11_2,7_3,7_5,7_7,5_4
6,1st Half Corners,2_2,2_1,0_0,1_4,1_2,3_0,1_7,2_4,2_2,3_1,0_0,2_3,2_2,2_0,0_0,0_0,0_0,0_0,4_4,0_0,0_0,0_0,0_0,4_2,0_0,2_5,0_5,2_4,0_6,1_4,3_1,3_0,4_0,4_1,6_0,4_1,1_1,1_3,0_0
7,2nd Half Corners,1_2,4_2,0_2,2_4,1_7,0_0,1_2,4_3,5_3,3_4,0_0,1_6,2_1,1_3,0_0,0_0,0_0,0_0,5_2,0_0,0_0,0_0,0_0,2_6,0_0,1_3,2_10,1_4,1_3,0_6,3_2,0_4,6_1,1_4,5_2,3_2,1_0,1_0,0_0
8,Shots - Total,13_13,10_6,15_17,9_12,6_21,11_12,2_14,20_15,12_7,11_11,10_10,5_24,22_10,15_16,20_10,12_13,22_9,12_4,13_18,13_13,9_19,15_7,13_13,13_11,16_8,13_13,3_24,9_20,5_16,10_9,12_19,18_22,13_12,28_7,17_13,21_12,10_15,15_8,16_10
9,Shots - On target,5_5,4_3,5_6,5_4,3_6,5_7,1_5,9_4,4_3,5_3,6_3,2_10,3_2,9_6,7_3,8_4,5_3,3_1,5_8,6_9,2_6,6_3,4_8,5_5,3_2,10_8,2_6,3_7,1_5,4_0,4_8,6_11,6_2,4_3,10_4,7_3,3_6,4_3,8_3
10,Shots - Off target,6_6,2_3,10_11,4_8,3_15,6_5,1_9,11_11,8_4,6_8,3_2,1_6,12_5,2_6,13_7,2_6,5_5,9_3,8_10,4_4,4_7,9_4,9_5,4_1,7_3,3_5,1_10,5_6,3_7,2_6,6_5,9_6,6_6,11_3,4_5,9_6,7_9,7_4,8_7
11,Shots - Blocked,4_4,4_0,3_4,1_3,2_6,3_2,1_6,6_4,7_2,3_2,1_5,2_8,7_3,4_4,8_1,2_3,12_1,6_2,6_5,3_0,3_6,3_3,6_2,4_5,6_3,1_4,0_8,1_7,1_4,4_3,2_6,3_5,1_5,13_1,3_4,6_3,2_3,4_1,
12,Shots - Outside Box,5_5,4_1,7_4,3_5,2_6,5_5,1_3,8_7,5_3,1_3,2_3,1_4,8_6,4_6,12_5,1_7,6_5,5_1,6_5,5_2,5_11,7_1,5_8,6_3,8_4,5_5,2_7,1_5,2_4,2_5,2_7,12_9,4_2,11_3,5_7,9_7,3_5,4_5,4_7
13,Shots - Inside Box,9_9,6_5,8_13,6_7,4_15,9_9,1_11,12_8,7_4,10_8,8_7,4_20,14_4,11_10,7_5,11_6,16_4,13_5,7_13,8_11,4_8,12_9,8_5,7_8,8_4,9_12,1_17,8_15,3_12,8_4,10_12,6_13,9_10,17_4,12_6,12_5,7_10,11_3,12_3
14,Fouls,10_9,22_12,9_13,4_6,9_12,12_9,6_3,7_6,10_3,13_6,8_7,14_10,2_7,19_13,8_10,12_13,10_11,9_8,8_7,13_8,9_8,5_10,8_11,17_6,16_9,9_10,14_13,5_7,10_12,14_12,10_8,17_5,10_9,9_13,8_5,9_2,9_7,10_12,11_9
15,Offsides,2_2,4_2,3_3,3_2,2_3,2_2,2_3,3_0,2_1,4_1,0_2,1_0,2_2,2_4,1_1,7_1,1_2,4_1,0_3,1_1,2_3,2_4,3_2,1_0,3_0,0_1,1_2,4_1,4_1,1_4,6_0,3_2,2_2,2_3,0_2,1_3,2_4,2_0,2_3
16,Yellow Card,2_1,4_2,2_0,1_0,0_1,4_3,2_1,0_0,2_2,2_2,2_1,1_0,0_0,3_6,3_1,4_0,1_2,1_1,0_0,2_1,3_1,0_0,3_3,1_1,2_2,1_0,5_2,3_2,1_2,3_2,6_0,3_0,1_1,2_2,0_0,1_0,4_3,3_2,1_2
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_0,1_0,0_0,1_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0
19,Free Kicks,11_13,14_26,16_12,7_7,15_11,10_13,6_8,6_11,5_12,7_17,9_7,10_15,9_4,17_21,9_9,14_19,13_11,9_13,10_9,9_14,11_11,14_7,13_11,5_18,7_19,10_9,15_14,8_8,13_12,16_15,9_17,7_20,11_12,15_11,7_7,5_10,14_11,13_12,12_13
20,Goal Kicks,8_8,4_6,7_6,8_6,10_2,7_8,5_4,7_6,7_6,10_7,10_6,9_17,5_17,7_4,10_5,9_7,6_9,7_14,4_8,7_5,13_4,8_8,7_12,6_6,4_10,7_7,14_2,11_6,11_5,6_5,8_7,12_11,7_8,5_13,7_11,7_11,8_4,4_11,11_10
21,Throw-ins,19_17,27_21,12_16,10_17,16_20,16_13,12_21,18_12,24_21,22_14,9_17,9_14,29_13,20_14,13_21,21_18,28_23,25_20,8_16,23_14,23_19,20_12,32_28,18_28,30_20,16_23,17_17,19_21,14_10,17_16,13_10,12_12,32_15,27_25,12_15,16_19,14_11,18_19,27_17
22,Saves,3_3,2_4,1_5,4_3,5_2,4_4,1_1,2_6,2_3,2_3,1_3,6_2,2_3,4_5,4_5,3_6,2_5,1_2,7_3,7_4,5_2,2_4,7_2,5_3,2_2,5_8,5_1,3_2,5_1,0_1,3_3,7_4,1_5,2_5,3_8,3_3,6_2,3_2,2_3
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_0,1_1,1_0,0_0,0_0,1_0,0_0,0_0,0_0,1_2,1_1,0_0,0_0,0_0,0_0,2_0,0_0,0_0,0_0,1_1,0_0,0_0,0_0,0_0,0_1,1_0,1_0,1_1,0_0,2_0,3_0,0_0,1_0,1_0,0_0,0_0,1_0,1_0,0_0
28,2nd Half Cards,2_1,3_1,1_0,1_0,0_1,3_3,2_1,0_0,2_2,1_0,1_0,1_0,0_0,3_6,3_2,2_0,1_2,1_1,0_0,1_0,3_1,0_0,3_3,1_1,2_1,0_0,4_3,2_1,1_2,1_2,4_0,3_0,0_1,1_2,0_0,1_0,3_3,2_2,1_2
