,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,2_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0
18,Penalties,0_0,0_0,0_1,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0
19,Free Kicks,15_13,,,,,17_10,,,,13_10,,,,19_13,,15_15,13_10,13_13,10_12,8_13,10_9,13_18,10_12,18_12,17_13,13_13,14_7,15_18,16_16,22_15,20_14,25_15,13_12,21_13,8_12,16_9,14_17,9_10,13_17
20,Goal Kicks,7_7,5_10,13_7,3_11,3_8,3_10,5_5,6_7,5_8,4_3,1_14,11_3,,10_1,9_8,5_10,11_2,8_4,6_4,10_5,9_3,7_7,6_11,5_6,5_4,10_7,4_7,8_7,7_7,4_9,7_6,8_9,10_6,11_5,8_10,11_2,6_11,16_5,4_2
21,Throw-ins,19_20,20_12,21_20,16_18,27_12,19_28,30_12,27_25,14_17,28_24,27_11,14_14,15_18,18_21,16_17,23_24,11_33,15_17,27_20,19_13,21_18,28_14,13_14,29_41,11_19,23_21,17_13,12_21,23_28,23_16,14_25,10_19,15_27,18_17,18_20,12_18,24_17,14_26,24_14
22,Saves,3_2,3_4,2_3,0_3,2_2,1_2,2_4,5_2,4_0,7_2,1_8,1_4,4_3,3_0,1_0,4_0,4_3,6_0,3_2,7_1,3_4,4_5,2_4,2_4,7_0,1_0,0_3,4_2,2_1,3_2,6_1,2_0,0_1,5_5,1_3,1_0,2_4,3_2,1_2
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_1,0_0,0_0,0_0,1_1,2_0,1_1,1_0,0_1,0_1,0_0,1_0,1_0,0_0,1_1,2_1,1_1,1_0,1_0,0_0,2_0,0_1,0_2,2_0,1_0,0_0,2_3,0_0,2_1,2_0,2_0,2_1,0_1,0_0,0_0,1_1,0_1,0_1
28,2nd Half Cards,2_2,0_1,0_3,0_2,5_3,0_1,2_5,0_2,0_3,1_2,3_3,1_0,1_2,1_2,5_2,1_4,0_1,3_0,1_2,3_2,1_2,4_2,1_1,1_2,1_0,3_1,1_1,2_0,4_3,1_0,0_2,1_3,0_3,2_1,1_2,2_1,1_0,4_3,1_1
