,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,6_5,17_3,5_3,9_1,7_12,3_7,11_7,2_4,6_0,10_7,7_3,9_6,5_4,12_7,6_3,7_4,4_3,7_5,9_1,8_4,3_2,7_8,2_8,7_5,11_4,3_4,6_6,4_3,7_4,7_3,6_4,5_1,1_4,2_5,3_5,6_2,6_4,2_9,2_6
11,Shots - Blocked,4_2,7_1,6_1,5_2,3_6,4_3,5_4,1_5,7_0,4_3,5_3,4_2,1_2,7_5,3_0,5_2,2_2,9_0,2_0,4_0,1_0,7_3,5_4,4_3,5_4,1_2,4_2,4_2,5_1,3_1,5_3,6_2,4_1,3_5,3_2,5_2,6_2,0_3,3_4
12,Shots - Outside Box,5_4,8_2,2_3,5_2,7_8,2_5,7_6,1_6,4_0,7_7,6_3,8_5,4_3,10_9,3_0,3_3,2_3,4_4,8_0,5_2,1_3,8_3,4_4,6_3,8_3,2_0,6_6,6_1,4_3,4_3,5_4,10_2,7_4,2_7,0_4,5_2,12_4,2_8,3_6
13,Shots - Inside Box,10_5,15_4,15_4,14_3,5_8,7_5,10_3,6_5,19_1,11_7,9_4,11_2,7_4,8_2,6_4,15_7,7_5,14_3,11_1,9_2,8_5,13_7,5_14,10_7,11_12,9_6,7_6,4_8,19_5,9_2,9_4,10_4,7_1,4_7,11_9,12_2,10_5,3_10,7_7
14,Fouls,11_10,12_11,15_16,7_6,10_12,15_8,11_9,8_9,12_7,11_6,6_16,11_12,8_9,11_12,10_10,9_13,8_8,14_20,7_9,14_7,16_7,10_11,11_10,16_3,10_13,11_6,12_12,11_10,12_9,20_9,12_11,5_14,15_10,6_8,11_9,17_13,16_8,10_6,13_8
15,Offsides,2_1,2_0,1_0,4_2,5_1,7_1,3_3,3_0,2_1,1_4,3_5,1_0,4_1,1_3,4_0,0_2,2_1,1_0,0_1,2_0,3_1,3_1,2_0,1_1,0_1,0_4,0_1,1_4,1_4,3_1,2_2,1_1,4_1,0_2,3_1,1_0,0_1,1_1,3_0
16,Yellow Card,1_1,4_3,2_5,0_1,0_2,1_1,4_0,2_2,0_1,3_1,0_3,0_3,0_0,1_2,1_1,0_0,0_1,3_2,0_1,1_1,3_1,3_2,1_0,3_1,1_2,0_0,2_2,3_2,0_2,4_2,0_2,0_2,0_1,1_3,1_1,2_0,3_1,0_0,0_1
17,Red Card,0_0,1_0,0_0,0_0,0_0,0_0,0_1,0_1,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0
18,Penalties,0_0,0_1,1_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,1_0,0_0,1_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,1_1,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,2_0,0_0,1_0,1_0
19,Free Kicks,11_13,12_9,15_16,8_11,13_14,9_22,12_14,9_11,8_14,10_12,21_9,0_0,10_12,15_12,9_14,15_9,8_9,19_17,,7_16,8_18,12_13,10_13,5_17,13_8,10_11,,14_11,13_12,10_22,13_14,14_6,,10_6,,11_18,9_16,6_11,7_16
20,Goal Kicks,6_7,13_5,7_9,4_12,9_3,8_0,5_6,7_7,4_9,5_7,4_8,0_0,8_4,5_10,5_6,7_11,6_7,5_9,,7_8,5_4,6_8,8_8,6_10,7_14,8_7,,7_6,6_8,3_10,4_7,3_5,,4_6,,5_8,6_7,9_2,9_0
21,Throw-ins,19_22,27_12,25_24,19_16,16_16,17_23,21_27,19_23,17_20,22_27,20_22,20_15,16_30,18_28,24_23,15_26,20_24,11_20,21_21,17_17,23_21,22_25,16_18,26_24,11_24,22_20,,36_24,25_21,11_19,13_17,19_23,,17_26,,18_26,18_16,10_22,21_24
22,Saves,2_4,1_6,2_4,2_4,3_3,3_2,2_5,2_4,0_6,2_6,4_8,1_8,1_4,4_5,0_2,4_3,1_1,2_1,0_6,0_5,4_5,2_5,3_1,1_4,4_2,0_3,2_0,3_2,2_7,1_3,1_2,2_6,0_6,4_1,3_2,0_2,0_7,3_3,2_2
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_0,2_0,0_1,0_0,0_1,1_0,2_0,2_0,0_1,2_1,0_1,0_1,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,1_0,0_1,1_0,1_0,0_1,0_0,0_0,1_1,0_0,1_0,0_2,0_1,0_0,1_1,0_0,0_0,2_0,1_0,0_0
28,2nd Half Cards,1_1,3_3,2_4,0_1,0_1,0_1,2_1,0_2,0_0,1_0,0_2,0_2,0_0,1_2,1_1,0_0,0_0,3_2,0_1,1_1,2_1,3_2,2_1,2_1,1_1,0_0,2_2,2_1,0_2,3_2,0_0,0_1,0_1,0_2,1_1,2_0,1_1,0_0,0_1
