,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
14,Fouls,9_10,8_10,11_13,10_11,12_10,10_9,7_12,12_8,12_15,12_13,8_12,13_14,6_4,9_12,9_5,8_11,9_11,8_8,12_13,4_10,8_13,5_8,7_10,8_8,5_12,10_9,9_8,4_12,2_10,10_11,5_12,11_9,5_8,6_13,7_6,12_4,19_13,19_11,6_14
15,Offsides,1_2,1_1,1_3,0_0,1_5,1_3,2_1,1_3,2_2,1_3,0_1,3_1,1_4,0_1,3_1,2_1,3_1,0_0,1_0,3_1,2_1,1_0,0_1,1_0,2_4,3_1,0_0,2_2,2_4,0_2,1_3,2_3,3_2,2_2,1_1,2_2,2_1,2_5,2_0
16,Yellow Card,1_2,2_2,3_3,2_2,2_0,0_2,1_2,3_2,3_1,3_2,1_2,0_0,1_0,0_3,0_1,1_1,2_2,1_2,1_3,0_2,1_2,1_2,0_3,0_2,1_3,0_2,0_0,0_2,1_2,0_1,2_2,2_2,2_3,1_1,0_0,0_0,2_2,3_1,0_0
17,Red Card,0_0,0_0,1_0,0_0,0_0,0_0,1_1,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_1,0_0,0_2,1_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_1,0_1,0_0,0_0,0_0,0_0,1_0,0_0,1_1,0_0,0_0,0_0,0_0,1_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,1_1,0_0
19,Free Kicks,12_11,6_12,8_8,11_8,14_13,12_11,13_9,11_12,18_14,16_13,13_8,,1_1,13_8,6_12,11_10,12_12,15_19,12_13,,13_9,11_7,,13_8,16_7,,8_9,12_6,,13_10,15_6,,10_8,15_8,,,12_22,15_20,14_8
20,Goal Kicks,4_9,4_7,4_5,2_9,3_9,7_10,7_6,2_5,0_17,3_9,5_9,,0_2,3_17,4_9,4_7,9_11,6_5,3_6,,4_3,3_4,,8_5,5_16,,2_5,4_12,,8_8,2_5,,5_16,6_10,,,2_15,7_7,5_7
21,Throw-ins,18_14,15_15,10_16,14_11,16_16,12_30,17_14,26_20,23_9,18_15,17_14,19_23,21_18,20_11,11_4,19_9,14_9,20_6,9_8,22_9,11_25,11_12,18_10,17_17,18_17,,20_21,15_12,,18_16,17_13,,19_12,21_15,,,11_8,16_23,29_15
22,Saves,2_4,3_6,3_2,2_2,3_3,4_2,2_1,2_3,0_6,2_2,2_4,1_4,4_5,4_6,0_6,2_1,1_2,1_4,3_3,0_4,2_1,0_1,1_3,1_1,1_6,4_7,0_2,1_5,2_2,1_3,2_4,3_4,1_7,1_2,1_4,1_1,0_5,2_1,1_7
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,1_2,1_1,1_1,1_0,0_0,2_0,0_1,1_1,0_1,0_1,0_0,0_0,0_1,0_0,0_1,0_0,0_2,1_0,0_1,0_1,0_0,0_1,0_0,0_1,0_1,0_0,0_0,0_1,0_1,1_0,1_2,1_1,0_0,0_0,0_0,0_1,0_0,0_0
28,2nd Half Cards,1_1,1_0,3_2,1_1,1_0,0_2,0_2,3_1,2_1,3_1,1_1,0_0,1_0,0_2,0_1,1_0,2_2,1_0,0_3,0_1,1_1,1_3,0_2,0_3,1_2,0_4,0_0,0_2,1_1,1_2,1_2,1_0,1_2,1_1,0_0,0_0,2_1,3_1,0_0
