,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,4_4,7_4,3_5,4_4,15_4,2_6,4_1,11_6,6_3,4_1,5_4,3_15,3_4,4_8,4_2,4_7,1_8,2_3,6_4,8_2,4_4,3_4,4_2,3_6,3_1,2_2,0_10,3_5,3_5,7_3,2_1,8_2,3_3,1_5,1_6,4_3,6_5,4_2,7_2
11,Shots - Blocked,3_3,2_1,1_5,0_1,7_2,4_2,7_0,1_5,4_3,1_3,5_1,0_4,8_3,4_3,3_1,0_3,1_7,2_5,9_0,3_1,2_8,6_3,5_2,3_1,3_4,0_3,3_3,5_4,3_5,4_1,9_2,4_3,5_3,1_4,0_9,2_2,2_3,5_9,7_3
12,Shots - Outside Box,4_3,5_3,2_3,2_1,4_2,2_6,6_0,6_6,6_2,0_3,8_3,3_8,4_1,2_5,1_1,5_2,3_8,3_4,9_2,5_2,3_0,5_2,7_2,2_6,3_3,3_4,0_4,7_4,3_5,5_2,6_4,7_2,5_4,1_5,1_8,4_6,2_2,2_4,11_1
13,Shots - Inside Box,7_8,7_5,4_8,6_4,12_4,5_8,8_1,8_10,10_6,8_3,7_6,2_19,16_9,10_12,7_2,4_13,4_12,3_13,10_7,11_6,8_16,8_8,6_4,10_10,5_4,3_4,3_16,12_8,9_13,13_6,6_2,12_4,6_3,2_8,3_14,5_1,11_15,10_11,4_6
14,Fouls,11_14,15_16,13_16,9_14,9_20,7_16,6_18,8_12,13_16,7_17,14_12,16_14,8_13,4_8,14_17,12_12,14_4,14_13,10_10,11_17,12_18,6_12,10_15,7_12,5_10,12_12,7_7,9_14,10_11,11_12,15_19,23_23,12_13,6_7,11_14,10_10,16_13,9_8,16_18
15,Offsides,2_3,0_6,1_4,2_9,2_3,3_7,0_5,3_6,1_4,1_7,1_2,0_2,0_2,1_6,0_5,0_1,0_2,4_1,2_8,0_3,2_5,1_4,0_1,3_3,1_3,0_3,3_2,0_1,3_0,3_1,3_0,2_0,1_0,5_3,1_1,2_1,1_1,2_3,4_1
16,Yellow Card,2_2,4_4,5_3,3_3,3_3,0_2,3_2,2_3,1_1,3_4,0_3,3_3,1_4,0_1,2_4,1_2,2_1,2_1,0_3,2_1,2_2,1_3,3_4,0_0,7_2,3_3,1_1,1_0,2_0,0_3,3_3,2_4,3_1,2_0,3_2,2_0,1_2,4_1,3_3
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,1_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_1,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0
19,Free Kicks,15_13,22_15,,,,,,,19_14,,,16_16,,15_6,,12_12,6_13,14_17,18_12,22_9,23_14,16_7,16_10,15_10,16_12,15_6,13_13,11_14,11_12,12_16,13_22,24_15,13_14,9_12,11_15,7_5,17_14,10_11,19_20
20,Goal Kicks,7_6,8_12,8_3,4_7,4_9,7_4,8_4,9_7,6_6,2_12,6_8,15_3,8_4,8_5,8_9,8_8,12_2,8_2,5_8,2_10,6_5,6_9,7_4,12_3,8_4,5_8,9_1,8_3,9_4,2_10,3_7,4_8,8_7,10_3,13_5,5_9,11_6,1_6,3_12
21,Throw-ins,18_20,19_13,18_22,8_14,19_14,21_28,15_18,8_19,23_18,20_25,19_8,9_20,18_13,16_13,17_16,22_23,12_36,11_13,13_18,21_16,27_38,19_14,21_21,13_15,20_27,15_22,21_25,20_32,17_23,23_19,18_22,15_20,23_18,17_18,13_15,25_23,17_24,20_18,19_14
22,Saves,3_3,3_3,4_2,1_2,1_3,5_1,0_2,4_1,2_3,2_1,3_3,7_0,3_6,4_3,0_1,4_3,2_3,5_1,1_3,5_4,2_3,2_2,1_2,6_5,1_0,3_1,2_0,3_7,6_6,1_7,2_1,1_6,0_2,2_0,7_1,1_3,4_2,4_1,1_2
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,3_1,1_1,1_0,1_1,0_0,0_1,1_1,0_1,1_1,0_0,1_1,1_1,0_0,0_0,0_1,1_1,1_1,0_0,0_1,0_1,0_2,0_3,0_0,1_0,1_1,1_0,1_0,0_0,0_1,1_2,1_3,1_0,1_0,1_1,0_0,1_1,1_1,2_2
28,2nd Half Cards,2_2,1_3,4_2,3_3,2_2,0_2,3_1,1_2,1_0,2_3,0_4,2_2,0_3,0_1,2_5,1_1,1_1,1_0,0_3,2_0,2_1,1_1,3_1,0_0,6_3,2_2,0_1,0_0,3_0,0_2,2_1,1_3,2_1,1_0,2_1,2_0,0_1,3_0,1_1
