,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,6_3,7_6,8_4,12_6,4_7,6_3,3_3,11_1,4_6,2_10,2_1,5_1,4_6,3_6,4_3,10_0,5_2,3_1,8_1,4_1,10_4,7_5,7_0,5_4,8_5,3_2,6_4,7_6,9_1,5_3,5_2,6_3,4_3,13_2,2_5,5_5,1_2,8_2,9_2
11,Shots - Blocked,5_2,3_3,1_1,5_1,2_4,4_2,3_2,8_1,2_7,2_5,5_1,5_3,0_7,5_4,3_1,12_0,5_1,5_0,7_1,5_2,6_3,5_3,13_2,4_6,5_2,4_2,5_0,3_3,3_3,8_2,10_1,6_0,5_4,4_1,3_7,1_0,3_3,4_2,4_2
12,Shots - Outside Box,5_3,3_2,4_1,4_5,2_3,3_2,4_3,7_2,1_3,3_2,2_1,5_1,2_9,4_5,6_5,15_0,1_3,5_1,8_3,3_1,10_2,3_5,5_3,6_4,6_3,0_2,8_4,3_5,4_1,6_3,6_3,4_2,5_5,7_1,3_7,2_3,1_3,4_4,11_3
13,Shots - Inside Box,11_6,11_4,7_5,11_7,8_9,13_5,4_11,18_6,10_13,6_19,11_6,10_8,11_6,11_7,8_5,16_4,14_5,5_0,12_4,7_8,13_7,12_7,20_3,8_13,11_5,14_8,8_4,11_6,10_4,11_4,18_2,11_6,7_5,18_3,6_9,5_3,10_5,14_4,11_4
14,Fouls,10_12,8_11,12_11,13_17,12_16,10_11,13_13,10_14,7_10,9_11,11_13,8_10,10_14,7_14,5_8,6_8,5_12,9_14,4_14,11_15,9_9,8_13,8_9,15_16,10_16,11_7,12_17,6_6,18_20,10_11,9_9,14_9,10_6,8_9,10_9,7_9,9_10,7_8,10_10
15,Offsides,2_2,1_0,1_1,1_4,1_0,1_0,1_0,1_2,1_4,2_2,5_1,2_2,5_0,2_2,1_0,0_0,4_2,4_4,2_0,0_3,1_1,0_3,1_4,2_1,1_4,0_5,3_0,1_3,0_3,3_3,1_2,0_7,3_4,2_2,0_4,2_0,3_6,2_2,1_3
16,Yellow Card,1_2,0_0,2_3,1_2,1_2,0_2,1_3,1_5,2_1,4_4,0_2,0_1,3_2,1_0,2_2,0_2,0_2,1_0,1_2,2_4,0_2,1_4,1_2,2_4,4_4,3_3,0_2,2_3,2_5,1_3,0_1,4_1,1_2,3_1,2_0,3_1,1_2,1_2,2_1
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1
18,Penalties,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,1_1,0_1,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,1_0,0_0,0_1
19,Free Kicks,14_11,,12_13,22_14,15_13,10_11,13_14,15_11,14_8,13_12,,,8_12,12_11,9_7,,14_9,18_13,13_6,17_11,10_10,16_8,13_9,17_17,20_11,12_11,16_15,8_7,22_13,12_13,10_10,21_9,15_11,11_12,14_10,9_9,16_14,10_10,14_9
20,Goal Kicks,5_9,5_5,2_12,4_9,6_6,5_7,6_9,3_18,9_5,11_7,4_5,3_11,10_10,6_6,6_8,1_15,5_12,5_9,2_12,3_10,8_11,7_14,2_6,3_4,6_12,8_5,5_7,6_8,5_15,7_9,4_11,3_12,2_7,4_14,8_5,6_14,4_3,4_12,3_12
21,Throw-ins,16_17,11_14,11_14,11_15,17_26,10_10,13_13,25_11,20_26,13_12,14_20,14_14,14_15,12_22,16_14,11_11,22_11,17_20,36_12,21_18,17_12,23_17,11_17,19_28,13_11,13_26,11_15,11_18,17_17,24_33,18_14,15_17,14_15,20_14,21_19,15_10,10_15,20_21,18_17
22,Saves,2_3,0_3,1_3,3_2,5_5,3_6,5_1,3_2,1_3,4_3,4_1,4_1,1_7,2_4,4_6,2_6,5_1,0_1,3_2,2_0,1_6,3_2,2_2,7_4,1_4,3_3,3_2,2_2,1_1,1_3,1_5,3_3,1_2,0_3,4_3,1_0,1_2,2_3,2_6
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,1_1,0_0,0_2,0_1,0_0,0_0,0_1,1_3,2_0,2_3,0_1,0_0,2_0,0_0,2_1,0_0,0_0,1_0,1_1,0_3,0_0,0_0,2_0,0_2,3_2,2_1,0_2,0_2,1_1,0_1,0_1,0_0,1_0,1_0,0_0,1_0,1_1,1_1,0_0
28,2nd Half Cards,1_1,0_0,2_1,2_1,1_2,0_2,1_2,0_2,0_1,2_1,0_1,0_1,1_3,1_0,0_1,0_2,0_2,0_0,1_1,2_1,0_2,1_4,0_2,2_2,1_3,1_2,0_0,2_1,1_4,1_2,0_0,4_3,0_2,2_1,2_0,2_1,0_1,0_1,2_2
