,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,5_5,7_4,2_9,9_7,8_9,6_3,10_5,9_11,6_2,4_7,6_7,3_10,8_4,7_7,9_6,13_0,2_4,7_3,5_7,1_9,1_6,4_3,6_5,9_9,2_2,4_6,6_1,5_5,2_7,3_7,0_6,6_7,6_2,2_5,4_4,6_2,7_2,1_5,1_7
11,Shots - Blocked,3_4,5_3,7_9,2_5,4_4,4_4,4_4,5_4,5_4,2_9,3_5,1_2,3_1,2_2,2_3,3_0,2_5,4_0,0_9,3_4,0_1,5_7,3_6,4_4,1_3,2_7,0_5,3_6,1_2,1_3,2_11,8_3,0_2,4_4,1_5,8_1,4_3,2_2,3_4
12,Shots - Outside Box,5_4,2_4,3_5,9_3,4_4,10_3,4_5,5_6,3_3,4_5,3_4,2_7,3_2,4_4,7_4,12_0,4_4,4_0,4_4,5_5,2_3,9_8,5_5,6_8,2_4,3_5,3_2,7_5,3_5,3_4,3_7,6_5,4_1,1_10,6_3,6_3,8_2,2_5,1_5
13,Shots - Inside Box,7_9,9_6,7_15,15_12,7_12,10_5,8_5,7_12,9_9,7_17,6_4,4_6,9_3,5_7,9_6,8_4,3_11,9_4,3_14,3_11,1_11,5_7,10_10,14_10,4_7,5_12,5_15,7_11,3_6,2_9,1_15,13_7,5_5,8_3,5_10,16_2,15_4,7_9,8_10
14,Fouls,12_13,8_9,14_13,8_11,10_12,8_9,10_14,8_8,11_15,14_13,13_18,14_12,8_17,9_13,6_10,7_14,13_12,16_12,20_14,11_11,9_11,4_13,13_15,15_13,13_20,15_14,9_8,11_15,16_12,9_20,13_19,12_17,14_13,7_9,13_12,11_14,15_9,18_17,15_7
15,Offsides,1_2,1_2,2_3,2_3,2_1,3_0,2_0,0_2,3_1,3_1,1_1,1_0,1_4,2_4,0_0,0_1,0_1,1_2,0_1,1_1,2_2,1_4,2_2,0_1,0_1,2_4,0_2,0_4,0_0,1_3,1_2,1_1,0_4,2_4,1_3,0_1,0_1,6_2,0_1
16,Yellow Card,1_2,2_0,1_1,1_0,2_1,1_1,2_1,1_1,1_5,2_3,2_3,4_1,2_3,1_2,0_0,3_4,3_1,1_2,2_3,1_2,1_2,0_4,1_2,3_1,1_4,2_2,2_0,1_1,1_2,2_4,2_2,0_1,2_1,0_2,0_5,1_2,1_4,3_4,1_0
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0
18,Penalties,0_0,0_2,0_0,0_0,0_0,0_0,1_0,0_1,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_1,0_0,0_1,0_0,0_0,0_0,0_0,1_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,1_1,0_1,0_1,0_0
19,Free Kicks,14_12,12_6,,14_11,13_12,9_11,,10_7,16_14,14_17,18_14,12_14,21_9,,10_6,15_7,13_12,0_0,17_19,,13_11,16_6,,13_15,22_13,18_16,10_9,18_11,12_16,22_10,22_12,,,13_9,15_14,14_11,10_14,17_24,8_15
20,Goal Kicks,7_5,7_4,,7_8,9_6,4_8,,11_6,4_8,6_9,4_4,6_1,2_6,,6_9,8_15,6_3,0_0,9_5,,7_3,5_4,,10_9,4_3,6_6,5_7,6_8,11_3,10_3,15_2,,,7_7,8_4,4_6,3_6,9_1,8_4
21,Throw-ins,19_17,27_25,21_18,19_9,30_21,17_11,27_12,25_21,20_19,8_20,20_19,21_13,11_24,19_25,18_14,14_21,8_9,23_16,20_11,13_7,17_17,23_22,,20_20,18_22,23_16,14_18,22_23,14_17,19_11,8_11,,,23_16,10_24,12_20,19_11,30_12,34_17
22,Saves,3_3,4_1,3_3,3_9,4_3,1_7,5_1,5_1,4_2,5_3,1_1,1_2,0_1,3_2,3_3,2_4,3_3,1_4,1_2,2_4,4_1,4_2,3_5,5_4,2_1,3_4,10_2,4_5,2_1,3_1,5_0,2_4,1_2,3_2,2_3,1_2,0_11,5_1,3_5
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,0_0,1_0,0_0,0_0,0_1,1_0,1_1,0_2,1_0,0_0,1_0,0_2,1_1,0_0,3_0,0_1,0_0,0_0,0_0,1_1,0_1,0_1,0_0,1_0,0_1,0_0,1_1,1_0,0_1,1_0,0_1,2_1,0_1,0_1,1_1,0_1,1_3,0_0
28,2nd Half Cards,1_1,2_0,0_1,1_0,2_1,1_0,1_1,0_0,1_3,1_3,2_3,3_1,2_1,0_1,0_0,0_4,3_0,1_2,2_3,1_2,0_1,0_3,1_1,4_1,0_4,2_1,2_0,0_0,0_2,2_3,1_2,0_0,0_0,0_1,0_4,0_2,1_3,2_1,1_0
