,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Shots - Off target,7_7,4_2,9_14,11_10,8_9,3_14,2_14,7_5,5_16,25_6,15_10,4_6,3_4,6_2,6_2,7_13,5_11,10_10,7_12,15_2,7_11,8_3,9_10,10_2,4_6,6_9,16_7,0_1,9_5,2_5,4_3,4_5,12_5,4_5,4_5,1_6,5_4,5_5,4_8
11,Shots - Blocked,4_4,7_3,2_5,4_3,4_5,3_7,0_8,2_2,1_11,11_3,8_6,1_3,8_2,5_3,4_4,1_8,3_3,5_7,4_7,7_1,4_4,4_3,3_4,3_1,6_4,2_2,2_2,4_3,3_1,1_6,1_7,4_7,7_2,2_3,3_6,1_0,6_5,5_4,2_3
12,Shots - Outside Box,5_5,5_3,3_5,4_7,8_5,1_9,1_8,4_2,6_7,14_2,6_7,4_3,4_0,6_5,5_4,5_12,1_3,7_6,3_8,6_2,8_5,8_2,11_4,5_3,7_4,3_6,8_4,3_2,4_2,3_8,3_5,3_10,8_4,4_4,3_7,1_2,9_6,5_3,2_6
13,Shots - Inside Box,8_8,13_4,12_14,13_8,9_6,7_9,1_9,8_3,2_13,17_4,9_10,4_15,11_10,6_4,6_6,5_7,10_6,7_9,7_7,13_1,4_12,10_9,4_12,7_5,7_10,6_8,12_7,3_7,10_4,6_6,7_18,8_5,13_4,4_4,9_7,3_5,5_8,8_7,12_8
14,Fouls,10_10,9_9,8_16,13_9,4_6,12_7,7_12,10_14,19_12,12_11,11_9,12_15,10_8,17_11,12_12,10_8,9_14,8_6,8_5,11_7,12_5,7_14,8_10,11_14,12_15,8_10,12_14,13_7,16_10,5_8,10_6,14_5,8_5,10_12,8_10,12_9,7_9,11_6,7_10
15,Offsides,1_1,0_0,1_1,3_3,1_1,2_3,2_1,3_0,2_2,1_1,3_1,1_1,4_0,0_0,1_3,1_1,1_1,3_3,1_0,2_2,1_1,0_1,2_3,1_1,0_0,0_1,2_1,0_1,1_1,3_1,2_1,0_0,1_1,0_1,3_2,2_0,1_0,1_1,0_1
16,Yellow Card,2_2,1_1,2_3,0_2,1_2,1_0,3_0,2_3,4_3,1_1,2_2,3_1,1_1,4_5,1_4,1_3,2_3,1_0,1_2,0_2,1_1,1_4,1_3,2_0,2_4,1_1,1_3,3_3,3_4,2_2,2_3,5_3,2_1,5_2,2_1,2_3,1_2,4_0,1_2
17,Red Card,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
18,Penalties,0_0,0_0,0_0,0_0,2_0,0_0,0_0,0_0,0_0,1_0,0_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,1_0,0_0,1_0,0_0,0_0,0_1,1_0,0_0,0_1,0_0,0_0
19,Free Kicks,10_12,9_9,17_9,12_16,5_5,10_14,13_9,14_13,14_21,5_14,10_14,8_12,0_14,11_16,15_13,9_9,17_10,9_10,5_7,8_12,6_12,15_7,13_10,16_12,15_12,10_8,15_14,8_13,10_17,9_10,6_12,5_14,6_9,13_9,11_11,9_14,8_7,7_12,
20,Goal Kicks,6_7,5_8,10_10,6_7,8_6,9_4,9_3,3_8,4_3,7_9,7_4,9_8,4_8,6_10,4_7,5_10,6_5,2_5,7_5,5_11,13_5,4_10,4_10,3_9,10_6,7_8,9_12,6_5,3_6,7_3,5_8,7_9,7_16,6_5,8_6,7_6,6_10,8_8,
21,Throw-ins,20_19,13_20,21_24,16_12,19_16,20_33,14_16,17_23,19_17,23_23,16_15,14_19,23_14,23_16,22_14,21_13,22_20,21_13,25_19,24_23,20_29,25_17,15_19,23_15,37_20,18_23,20_14,20_20,21_20,19_20,17_16,23_23,18_16,13_22,16_26,30_22,18_20,13_22,
22,Saves,3_3,1_4,5_5,5_1,1_6,3_3,2_1,0_4,1_1,0_3,4_0,7_3,2_3,2_1,1_1,5_4,0_4,4_3,2_1,0_4,4_2,4_5,6_3,2_0,3_3,4_2,4_4,3_2,0_4,1_4,8_4,3_3,2_3,2_4,2_3,1_1,4_3,2_1,2_4
23,Won 1st Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,Won 2nd Half,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,Most 1st Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
26,Most 2nd Half Corners,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
27,1st Half Cards,0_1,0_1,0_0,0_1,0_1,1_0,0_0,1_2,2_1,0_0,2_1,0_0,0_0,2_4,0_1,0_0,1_0,0_0,0_0,0_1,0_1,0_1,0_2,0_0,1_0,0_0,0_1,0_0,0_1,0_0,0_1,3_1,0_0,1_0,1_1,0_2,0_0,0_0,1_2
28,2nd Half Cards,2_1,1_0,2_3,0_1,1_1,0_0,3_0,2_1,2_2,1_1,0_1,3_1,1_1,2_1,1_3,2_3,1_3,1_0,1_2,0_1,1_0,1_3,1_1,2_0,1_4,1_1,1_2,3_3,4_3,2_2,2_2,2_2,2_1,5_2,1_0,2_1,1_2,4_0,0_0
